"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Street Sweeping Request","Environmental Services"," ","MERCER ST & WYANDOTTE ST E","WARD 3","Phone","MAR 26, 2025 08:27:07 AM"
"Street Sweeping Request","Environmental Services","14##","MARK","WARD 10","Phone","MAR 26, 2025 03:21:29 PM"
"Street Sweeping Request","Environmental Services","14##","ROXBOROUGH","WARD 10","Phone","MAR 31, 2025 08:48:10 AM"
"Street Sweeping Request","Environmental Services","42##","LONGFELLOW","WARD 1","Phone","APR 01, 2025 11:48:19 AM"
"Street Sweeping Request","Environmental Services","20##","BALFOUR","WARD 8","Phone","APR 01, 2025 02:05:19 PM"
"Street Sweeping Request","Environmental Services","11##","CHURCH","WARD 3","Phone","APR 01, 2025 03:54:06 PM"
"Street Sweeping Request","Environmental Services","12##","HARRISON","WARD 2","Phone","APR 02, 2025 09:17:16 AM"
"Street Sweeping Request","Environmental Services","12##","LAURENDEAU","WARD 5","Phone","APR 02, 2025 09:31:23 AM"
"Street Sweeping Request","Environmental Services","15##","LINCOLN","WARD 4","Phone","APR 03, 2025 08:25:04 AM"
"Street Sweeping Request","Environmental Services","15##","GOYEAU","WARD 3","Phone","APR 03, 2025 09:19:21 AM"
"Street Sweeping Request","Environmental Services","67##","CANTELON","WARD 8","E-Mail","MAR 04, 2025 10:18:06 AM"
"Street Sweeping Request","Environmental Services","11##","HURON CHURCH","WARD 2","Phone","APR 10, 2025 08:42:03 AM"
"Street Sweeping Request","Environmental Services"," ","ELLIOTT ST W & OUELLETTE AVE","WARD 3","Phone","APR 22, 2025 11:31:13 AM"
"Street Sweeping Request","Environmental Services","85##","DARLINGTON","WARD 6","Phone","JUN 19, 2025 03:29:15 PM"
"Street Sweeping Request","Environmental Services","118##","SAVANNA","WARD 7","Phone","MAY 29, 2025 02:56:01 PM"
"Street Sweeping Request","Environmental Services","20##","WYANDOTTE","WARD 2","Phone","JUN 03, 2025 01:32:49 PM"
"Street Sweeping Request","Environmental Services"," ","SANDWICH ST & MILL ST","WARD 2","Phone","JUN 24, 2025 01:12:38 PM"
"Street Sweeping Request","Environmental Services"," ","RIVERSIDE DR E & ST ROSE AVE","WARD 6","Phone","MAY 20, 2025 10:44:15 AM"
"Street Sweeping Request","Environmental Services","12##","HARRISON","WARD 2","Phone","MAY 21, 2025 08:31:33 AM"
"Street Sweeping Request","Environmental Services","12##","FELIX","WARD 2","E-Mail","MAY 21, 2025 09:37:32 AM"
"Street Sweeping Request","Environmental Services","12##","ARNCLIFFE","WARD 6","E-Mail","JUL 14, 2025 02:33:33 PM"
"Street Sweeping Request","Environmental Services","41##","ROSELAND","WARD 1","Phone","JUL 15, 2025 09:52:02 AM"
"Street Sweeping Request","Environmental Services","27##","DANDURAND","WARD 10","Phone","JUL 15, 2025 01:46:36 PM"
"Street Sweeping Request","Environmental Services","39##","RODD","WARD 1","Phone","JUL 02, 2025 10:30:39 AM"
"Street Sweeping Request","Environmental Services","17##","VICKY","WARD 9","Phone","JUL 02, 2025 02:51:26 PM"
"Street Sweeping Request","Environmental Services","28##","NORTHWAY","WARD 10","Phone","JUL 03, 2025 08:51:40 AM"
"Street Sweeping Request","Environmental Services","98##","KENWOOD","WARD 7","Phone","JUL 04, 2025 10:30:36 AM"
"Street Sweeping Request","Environmental Services","25##","EVERTS","WARD 10","Phone","JUL 07, 2025 03:11:58 PM"
"Street Sweeping Request","Environmental Services"," ","RIVERSIDE DR E & LAUZON RD","WARD 6","Phone","JUL 07, 2025 03:17:23 PM"
"Street Sweeping Request","Environmental Services","30##","CORAM","WARD 7","Phone","JUL 08, 2025 12:49:50 PM"
