"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Building / Land - Improper Use","Building Services","22##","DOUGALL","WARD 3","Phone","OCT 08, 2024 12:53:38 PM"
"Building / Land - Improper Use","Building Services","44##","TUMBLEWEED","WARD 1","Citizen Mobile Apps","SEP 21, 2024 07:33:01 PM"
"Building / Land - Improper Use","Building Services","21##","CHILVER","WARD 4","E-Mail","AUG 19, 2024 11:48:33 AM"
"Building / Land - Improper Use","Building Services","12##","PELISSIER","WARD 3","Phone","JUN 25, 2024 03:25:21 PM"
"Building / Land - Improper Use","Building Services","41##","DIMAMBRO","WARD 9","Phone","SEP 20, 2024 03:59:03 PM"
"Building / Land - Improper Use","Building Services","9##","BRUCE","WARD 3","Phone","OCT 07, 2024 09:47:07 AM"
"Building / Land - Improper Use","Building Services","11##","HOMEDALE","WARD 6","Phone","NOV 22, 2024 01:12:50 PM"
"Building / Land - Improper Use","Building Services","7##","PELISSIER","WARD 3","E-Mail","AUG 02, 2024 12:35:03 PM"
"Building / Land - Improper Use","Building Services","21##","CHILVER","WARD 4","Citizen Mobile Apps","AUG 23, 2024 02:09:33 PM"
"Building / Land - Improper Use","Building Services","21##","CHILVER","WARD 4","E-Mail","SEP 09, 2024 03:18:10 PM"
"Building / Land - Improper Use","Building Services","10##","WINDSOR","WARD 3","Phone","SEP 27, 2024 12:48:14 PM"
"Building / Land - Improper Use","Building Services","21##","CHILVER","WARD 4","Phone","AUG 26, 2024 02:01:02 PM"
"Building / Land - Improper Use","Building Services","103##","LITTLE RIVER","WARD 7","Citizen Mobile Apps","AUG 27, 2024 03:02:31 PM"
"Building / Land - Improper Use","Building Services","30##","RADISSON","WARD 1","Phone","SEP 05, 2024 08:20:27 AM"
"Building / Land - Improper Use","Building Services","25##","ARMSTRONG","WARD 8","Citizen Mobile Apps","AUG 27, 2024 06:56:15 PM"
"Building / Land - Improper Use","Building Services","44##","GRAND MARAIS","WARD 5","Phone","SEP 13, 2024 10:56:10 AM"
"Building / Land - Improper Use","Building Services","17##","RANDOLPH","WARD 10","Phone","OCT 01, 2024 03:25:08 PM"
"Building / Land - Improper Use","Building Services","11##","FELIX","WARD 2","Citizen Mobile Apps","JUL 15, 2024 07:44:19 PM"
"Building / Land - Improper Use","Building Services","46##","TECUMSEH","WARD 5","Phone","OCT 07, 2024 01:15:52 PM"
"Building / Land - Improper Use","Building Services","14##","BERNARD","WARD 5","E-Mail","SEP 17, 2024 10:32:27 AM"
"Building / Land - Improper Use","Building Services","46##","UNICORN","WARD 9","Citizen Mobile Apps","OCT 03, 2024 08:29:37 AM"
"Building / Land - Improper Use","Building Services","8##","DYNASTY","WARD 1","Phone","OCT 03, 2024 10:06:42 AM"
"Building / Land - Improper Use","Building Services","36##","WILDWOOD","WARD 7","Phone","OCT 21, 2024 09:00:08 AM"
"Building / Land - Improper Use","Building Services","25##","LAUZON","WARD 8","Phone","OCT 22, 2024 08:23:27 AM"
"Building / Land - Improper Use","Building Services","17##","ASKIN","WARD 10","E-Mail","OCT 24, 2024 02:04:46 PM"
"Building / Land - Improper Use","Building Services","22##","DOUGALL","WARD 3","Phone","OCT 07, 2024 09:44:27 AM"
"Building / Land - Improper Use","Building Services","37##","ROSEMOUNT","WARD 2","E-Mail","SEP 16, 2024 11:46:00 AM"
"Building / Land - Improper Use","Building Services","37##","VICTORIA","WARD 9","Phone","OCT 01, 2024 08:32:12 AM"
"Building / Land - Improper Use","Building Services","19##","UNIVERSITY","WARD 2","Web Intake","OCT 09, 2024 08:21:15 AM"
"Building / Land - Improper Use","Building Services","21##","CHILVER","WARD 4","Phone","SEP 19, 2024 03:34:44 PM"
"Building / Land - Improper Use","Building Services","31##","HALPIN","WARD 7","Phone","NOV 07, 2024 11:07:37 AM"
"Building / Land - Improper Use","Building Services","4##","ELLIOTT","WARD 3","Citizen Mobile Apps","SEP 26, 2024 10:40:36 AM"
"Building / Land - Improper Use","Building Services","2##","JEFFERSON","WARD 6","Phone","AUG 08, 2024 03:48:30 PM"
"Building / Land - Improper Use","Building Services","35##","KLONDIKE","WARD 9","Phone","AUG 20, 2024 10:11:03 AM"
"Building / Land - Improper Use","Building Services","15##","DROUILLARD","WARD 5","Phone","OCT 18, 2024 02:06:16 PM"
"Building / Land - Improper Use","Building Services","4##","WINDERMERE","WARD 4","Phone","SEP 17, 2024 03:57:01 PM"
"Building / Land - Improper Use","Building Services","46##","TECUMSEH","WARD 5","Phone","OCT 07, 2024 01:18:08 PM"
"Building / Land - Improper Use","Building Services","22##","DOUGALL","WARD 3","Citizen Mobile Apps","OCT 07, 2024 01:31:23 PM"
"Building / Land - Improper Use","Building Services","26##","BERNARD","WARD 5","Phone","JUL 24, 2024 09:25:08 AM"
"Building / Land - Improper Use","Building Services"," ","KAMLOOPS","WARD 9","E-Mail","OCT 15, 2024 01:37:20 PM"
"Building / Land - Improper Use","Building Services","29##","WALKER","WARD 10","Phone","OCT 11, 2024 03:38:56 PM"
"Building / Land - Improper Use","Building Services","17##","DROUILLARD","WARD 5","Phone","OCT 03, 2024 12:52:16 PM"
"Building / Land - Improper Use","Building Services","22##","DOUGALL","WARD 3","Phone","OCT 02, 2024 10:59:52 AM"
"Building / Land - Improper Use","Building Services"," ","ST LUKE","WARD 5","Phone","OCT 02, 2024 09:47:41 AM"
"Building / Land - Improper Use","Building Services","58##","REGINALD","WARD 8","Phone","OCT 25, 2024 12:51:17 PM"
"Building / Land - Improper Use","Building Services","12##","PARKVIEW","WARD 6","Citizen Mobile Apps","OCT 25, 2024 01:18:14 PM"
"Building / Land - Improper Use","Building Services","29##","EVERTS","WARD 10","Phone","OCT 25, 2024 01:36:17 PM"
"Building / Land - Improper Use","Building Services","1##","HANNA","WARD 3","Phone","OCT 30, 2024 08:32:26 AM"
"Building / Land - Improper Use","Building Services","44##","GRAND MARAIS","WARD 5","Citizen Mobile Apps","OCT 31, 2024 01:14:17 PM"
"Building / Land - Improper Use","Building Services","11##","ELM","WARD 3","Web Intake","OCT 31, 2024 02:40:30 PM"
"Building / Land - Improper Use","Building Services","90##","COPPERFIELD","WARD 6","Phone","OCT 31, 2024 03:20:16 PM"
"Building / Land - Improper Use","Building Services","82##","LITTLE RIVER","WARD 6","Phone","JUL 11, 2024 10:23:37 AM"
"Building / Land - Improper Use","Building Services","9##","FAIRVIEW","WARD 6","Phone","NOV 08, 2024 03:50:56 PM"
"Building / Land - Improper Use","Building Services","8##","RAYMO","WARD 6","Web Intake","NOV 09, 2024 04:23:51 PM"
"Building / Land - Improper Use","Building Services","14##","OLIVE","WARD 8","Citizen Mobile Apps","AUG 30, 2024 04:38:11 PM"
"Building / Land - Improper Use","Building Services","10##","GLIDDEN","WARD 6","E-Mail","SEP 12, 2024 09:22:27 AM"
"Building / Land - Improper Use","Building Services","8##","ST MARY'S","WARD 6","Phone","SEP 13, 2024 01:55:25 PM"
"Building / Land - Improper Use","Building Services","58##","TECUMSEH","WARD 8","Phone","SEP 19, 2024 11:14:00 AM"
"Building / Land - Improper Use","Building Services","29##","SCOTIA","WARD 8","Phone","SEP 20, 2024 09:44:36 AM"
"Building / Land - Improper Use","Building Services","37##","BLACKBURN","WARD 2","Phone","OCT 24, 2024 12:40:13 PM"
"Building / Land - Improper Use","Building Services","26##","DOMINION","WARD 10","Citizen Mobile Apps","NOV 19, 2024 10:21:31 PM"
"Building / Land - Improper Use","Building Services","8##","WYANDOTTE","WARD 4","Phone","OCT 04, 2024 12:41:51 PM"
"Building / Land - Improper Use","Building Services","80##","WYANDOTTE","WARD 6","Phone","OCT 04, 2024 01:43:52 PM"
"Building / Land - Improper Use","Building Services","8##","ST MARY'S","WARD 6","E-Mail","OCT 11, 2024 10:08:49 AM"
"Building / Land - Improper Use","Building Services","4##","GREENDALE","WARD 6","Phone","OCT 01, 2024 11:52:27 AM"
"Building / Land - Improper Use","Building Services","90##","COPPERFIELD","WARD 6","Phone","JUL 15, 2024 10:30:08 AM"
"Building / Land - Improper Use","Building Services","18##","BUCKINGHAM","WARD 8","Phone","JUL 15, 2024 12:12:59 PM"
"Building / Land - Improper Use","Building Services","78##","CEDARVIEW","WARD 6","Phone","AUG 19, 2024 12:53:09 PM"
"Building / Land - Improper Use","Building Services","109##","TWIN OAKS","WARD 9","Phone","AUG 29, 2024 12:57:30 PM"
"Building / Land - Improper Use","Building Services","24##","MCKAY","WARD 10","Phone","OCT 25, 2024 04:01:47 PM"
"Building / Land - Improper Use","Building Services","16##","PARENT","WARD 4","Phone","JUL 12, 2024 08:55:54 AM"
"Building / Land - Improper Use","Building Services","4##","RIVERDALE","WARD 6","Phone","AUG 01, 2024 01:40:38 PM"
"Building / Land - Improper Use","Building Services","6##","GRAND MARAIS","WARD 10","Citizen Mobile Apps","NOV 09, 2024 03:04:51 AM"
"Building / Land - Improper Use","Building Services","7##","CHARLOTTE","WARD 10","Phone","NOV 12, 2024 11:34:37 AM"
"Building / Land - Improper Use","Building Services","16##","PARENT","WARD 4","Phone","AUG 26, 2024 01:28:47 PM"
"Building / Land - Improper Use","Building Services","16##","PARENT","WARD 4","Phone","OCT 15, 2024 12:50:33 PM"
"Building / Land - Improper Use","Building Services","34##","RANDOLPH","WARD 1","Phone","NOV 01, 2024 03:53:34 PM"
"Building / Land - Improper Use","Building Services","43##","MONTEREY","WARD 1","Web Intake","NOV 05, 2024 01:03:25 PM"
"Building / Land - Improper Use","Building Services","15##","PARENT","WARD 4","Phone","NOV 08, 2024 03:41:03 PM"
"Building / Land - Improper Use","Building Services","16##","PARENT","WARD 4","Phone","APR 24, 2024 09:09:25 AM"
"Building / Land - Improper Use","Building Services","3##","ISACK","WARD 6","Phone","JUN 03, 2024 09:21:43 AM"
"Building / Land - Improper Use","Building Services","23##","ALEXIS","WARD 5","Citizen Mobile Apps","NOV 08, 2024 07:46:05 AM"
"Building / Land - Improper Use","Building Services","2##","GROVE","WARD 3","E-Mail","NOV 18, 2024 10:51:10 AM"
"Building / Land - Improper Use","Building Services","10##","REEDMERE","WARD 6","Citizen Mobile Apps","JUL 14, 2024 12:23:25 PM"
"Building / Land - Improper Use","Building Services","35##","HEMLOCK","WARD 7","E-Mail","JUL 29, 2024 11:22:33 AM"
"Building / Land - Improper Use","Building Services","25##","CABANA","WARD 1","E-Mail","AUG 14, 2024 12:28:21 PM"
"Building / Land - Improper Use","Building Services","37##","ROSEMOUNT","WARD 2","Phone","AUG 13, 2024 09:07:52 AM"
"Building / Land - Improper Use","Building Services","37##","WOODWARD","WARD 9","Phone","SEP 13, 2024 11:08:19 AM"
"Building / Land - Improper Use","Building Services","34##","SANDWICH","WARD 2","Phone","NOV 07, 2024 03:54:20 PM"
"Building / Land - Improper Use","Building Services","6##","PELISSIER","WARD 3","Phone","AUG 21, 2024 01:47:25 PM"
"Building / Land - Improper Use","Building Services","29##","MARK","WARD 10","Phone","SEP 19, 2024 02:19:32 PM"
"Building / Land - Improper Use","Building Services","26##","BYNG","WARD 4","Phone","AUG 20, 2024 03:17:11 PM"
"Building / Land - Improper Use","Building Services","44##","PARADISO","WARD 1","Phone","SEP 17, 2024 08:13:41 AM"
"Building / Land - Improper Use","Building Services","9##","MAISONVILLE","WARD 5","E-Mail","NOV 05, 2024 12:38:17 PM"
"Building / Land - Improper Use","Building Services","33##","LAUZON","WARD 7","Phone","AUG 26, 2024 08:35:42 AM"
"Building / Land - Improper Use","Building Services","86##","DARLINGTON","WARD 6","Phone","SEP 18, 2024 03:51:49 PM"
"Building / Land - Improper Use","Building Services","12##","DEVONSHIRE","WARD 4","Phone","OCT 21, 2024 11:43:47 AM"
"Building / Land - Improper Use","Building Services","24##","BUCKINGHAM","WARD 8","Phone","JUL 09, 2024 02:37:36 PM"
"Building / Land - Improper Use","Building Services","29##","DOMINION","WARD 1","Phone","SEP 04, 2024 11:12:09 AM"
"Building / Land - Improper Use","Building Services","21##","LINCOLN","WARD 4","Phone","SEP 24, 2024 09:44:49 AM"
"Building / Land - Improper Use","Building Services","22##","JANETTE","WARD 3","Phone","SEP 25, 2024 03:26:56 PM"
"Building / Land - Improper Use","Building Services","33##","ASKIN","WARD 1","E-Mail","SEP 16, 2024 10:23:25 AM"
"Building / Land - Improper Use","Building Services","8##","ST MARY'S","WARD 6","Phone","AUG 26, 2024 10:25:29 AM"
"Building / Land - Improper Use","Building Services","5##","CARON","WARD 3","E-Mail","NOV 01, 2024 08:12:17 AM"
"Building / Land - Improper Use","Building Services","23##","PARKWOOD","WARD 4","Phone","NOV 18, 2024 03:09:16 PM"
"Building / Land - Improper Use","Building Services","30##","PILLETTE","WARD 8","Phone","OCT 01, 2024 08:37:44 AM"
"Building / Land - Improper Use","Building Services","30##","PILLETTE","WARD 8","Phone","OCT 25, 2024 10:16:20 AM"
"Building / Land - Improper Use","Building Services","36##","QUEEN","WARD 2","Phone","SEP 26, 2024 01:20:20 PM"
"Building / Land - Improper Use","Building Services","33##","GLENWOOD","WARD 1","Web Intake","NOV 18, 2024 09:25:50 AM"
"Building / Land - Improper Use","Building Services","99##","HOLLY","WARD 7","Phone","NOV 18, 2024 11:10:49 AM"
"Building / Land - Improper Use","Building Services","22##","EVERTS","WARD 10","E-Mail","NOV 15, 2024 02:41:54 PM"
"Building / Land - Improper Use","Building Services","66##","HAWTHORNE","WARD 8","Citizen Mobile Apps","FEB 26, 2024 11:49:10 AM"
"Building / Land - Improper Use","Building Services","8##","BRANT","WARD 4","Phone","FEB 21, 2024 02:48:09 PM"
"Building / Land - Improper Use","Building Services","4##","ELLIOTT","WARD 3","Citizen Mobile Apps","SEP 27, 2024 10:57:39 AM"
"Building / Land - Improper Use","Building Services","4##","ELLIS","WARD 3","Phone","SEP 27, 2024 09:51:27 AM"
"Building / Land - Improper Use","Building Services","4##","ELLIOTT","WARD 3","Citizen Mobile Apps","SEP 27, 2024 11:07:46 AM"
"Building / Land - Improper Use","Building Services","3##","CITY HALL","WARD 3","Citizen Mobile Apps","SEP 27, 2024 11:19:48 AM"
"Building / Land - Improper Use","Building Services","12##","EASTLAWN","WARD 6","Citizen Mobile Apps","FEB 27, 2024 09:13:06 AM"
"Building / Land - Improper Use","Building Services","2##","ST LOUIS","WARD 6","Phone","JAN 05, 2024 09:34:38 AM"
"Building / Land - Improper Use","Building Services","24##","BERNARD","WARD 5","Phone","JAN 23, 2024 12:38:07 PM"
"Building / Land - Improper Use","Building Services","16##","CURRY","WARD 10","Web Intake","FEB 28, 2024 02:42:38 PM"
"Building / Land - Improper Use","Building Services","30##","DOUGALL","WARD 1","Phone","FEB 28, 2024 03:22:58 PM"
"Building / Land - Improper Use","Building Services","9##","LAWRENCE","WARD 6","Web Intake","MAR 10, 2024 06:13:18 PM"
"Building / Land - Improper Use","Building Services","16##","OUELLETTE","WARD 3","Phone","FEB 14, 2024 01:45:49 PM"
"Building / Land - Improper Use","Building Services","34##","BASELINE","WARD 9","Phone","MAR 19, 2024 03:31:09 PM"
"Building / Land - Improper Use","Building Services","31##","WOODLAWN","WARD 9","Phone","MAR 20, 2024 12:10:24 PM"
"Building / Land - Improper Use","Building Services","59##","EMPRESS","WARD 8","Phone","FEB 05, 2024 12:47:38 PM"
"Building / Land - Improper Use","Building Services","18##","ST LUKE","WARD 5","E-Mail","FEB 12, 2024 08:47:19 AM"
"Building / Land - Improper Use","Building Services","30##","MORRIS","WARD 1","Phone","MAR 04, 2024 12:58:17 PM"
"Building / Land - Improper Use","Building Services","2##","EUGENIE","WARD 10","Phone","JAN 31, 2024 12:38:40 PM"
"Building / Land - Improper Use","Building Services","12##","GARDEN COURT","WARD 6","Phone","APR 25, 2024 10:43:08 AM"
"Building / Land - Improper Use","Building Services","8##","UNIVERSITY","WARD 4","Phone","JAN 26, 2024 12:18:44 PM"
"Building / Land - Improper Use","Building Services","30##","ROBINET","WARD 7","Phone","APR 16, 2024 02:32:31 PM"
"Building / Land - Improper Use","Building Services","23##","CABANA","WARD 1","Citizen Mobile Apps","MAR 22, 2024 10:53:46 AM"
"Building / Land - Improper Use","Building Services","5##","AYLMER","WARD 3","Phone","MAY 28, 2024 02:08:56 PM"
"Building / Land - Improper Use","Building Services","18##","LARKIN","WARD 5","Phone","MAR 11, 2024 10:19:50 AM"
"Building / Land - Improper Use","Building Services","7##","TECUMSEH","WARD 3","Web Intake","MAR 14, 2024 09:32:09 AM"
"Building / Land - Improper Use","Building Services","10##","BROCK","WARD 2","Phone","JAN 25, 2024 03:51:57 PM"
"Building / Land - Improper Use","Building Services","8##","WELLINGTON","WARD 3","Web Intake","MAR 26, 2024 12:16:50 PM"
"Building / Land - Improper Use","Building Services","87##","RIVERSIDE","WARD 6","Phone","JAN 29, 2024 02:31:34 PM"
"Building / Land - Improper Use","Building Services","78##","ST ROSE","WARD 6","Phone","JAN 30, 2024 11:52:49 AM"
"Building / Land - Improper Use","Building Services","10##","NORTH TALBOT","WARD 1","Citizen Mobile Apps","JAN 08, 2024 04:40:13 PM"
"Building / Land - Improper Use","Building Services","22##","JANETTE","WARD 3","Phone","FEB 15, 2024 08:31:30 AM"
"Building / Land - Improper Use","Building Services","31##","BURBANK","WARD 8","Phone","FEB 15, 2024 10:34:57 AM"
"Building / Land - Improper Use","Building Services","14##","ERIE","WARD 4","Phone","APR 19, 2024 12:56:42 PM"
"Building / Land - Improper Use","Building Services","31##","ACADEMY","WARD 1","Phone","JAN 26, 2024 08:29:58 AM"
"Building / Land - Improper Use","Building Services","10##","MOY","WARD 4","Phone","JAN 23, 2024 11:17:08 AM"
"Building / Land - Improper Use","Building Services","10##","MOY","WARD 4","Phone","JAN 23, 2024 11:19:14 AM"
"Building / Land - Improper Use","Building Services","7##","WINDSOR","WARD 3","Phone","JAN 23, 2024 02:51:42 PM"
"Building / Land - Improper Use","Building Services","12##","AUBIN","WARD 5","Phone","JAN 08, 2024 03:53:52 PM"
"Building / Land - Improper Use","Building Services","19##","BERNARD","WARD 5","E-Mail","JAN 09, 2024 02:54:24 PM"
"Building / Land - Improper Use","Building Services","10##","REEDMERE","WARD 6","Citizen Mobile Apps","MAY 03, 2024 03:01:53 PM"
"Building / Land - Improper Use","Building Services","29##","DOUGALL","WARD 9","Phone","MAY 13, 2024 11:15:54 AM"
"Building / Land - Improper Use","Building Services","26##","MEADOWBROOK","WARD 8","E-Mail","MAY 27, 2024 01:00:55 PM"
"Building / Land - Improper Use","Building Services","30##","FOREST GLADE","WARD 7","Phone","MAY 13, 2024 10:33:38 AM"
"Building / Land - Improper Use","Building Services","11##","EASTLAWN","WARD 6","Phone","MAR 15, 2024 11:24:41 AM"
"Building / Land - Improper Use","Building Services","17##","TECUMSEH","WARD 2","Phone","MAR 12, 2024 01:24:38 PM"
"Building / Land - Improper Use","Building Services","34##","DOMINION","WARD 1","Phone","MAR 19, 2024 02:22:26 PM"
"Building / Land - Improper Use","Building Services","109##","EASTCOURT","WARD 7","Citizen Mobile Apps","FEB 22, 2024 02:39:36 PM"
"Building / Land - Improper Use","Building Services","35##","BARRYMORE","WARD 2","Phone","JAN 08, 2024 03:47:50 PM"
"Building / Land - Improper Use","Building Services","3##","RANDOLPH","WARD 2","Phone","JAN 12, 2024 08:22:12 AM"
"Building / Land - Improper Use","Building Services","10##","JANETTE","WARD 3","Citizen Mobile Apps","MAY 28, 2024 03:14:56 PM"
"Building / Land - Improper Use","Building Services","29##","ROBINET","WARD 7","Phone","MAY 14, 2024 11:43:04 AM"
"Building / Land - Improper Use","Building Services","48##","PERIWINKLE","WARD 9","Web Intake","MAY 27, 2024 10:07:25 AM"
"Building / Land - Improper Use","Building Services","48##","PERIWINKLE","WARD 9","Phone","MAY 27, 2024 09:17:20 AM"
"Building / Land - Improper Use","Building Services","3##","CAMPBELL","WARD 2","Citizen Mobile Apps","JUL 19, 2024 09:12:31 AM"
"Building / Land - Improper Use","Building Services","12##","HURON CHURCH","WARD 2","Web Intake","JUL 19, 2024 11:05:25 AM"
"Building / Land - Improper Use","Building Services","37##","ROSEMOUNT","WARD 2","Phone","JUL 19, 2024 12:50:08 PM"
"Building / Land - Improper Use","Building Services","15##","CHAPPELL","WARD 2","Phone","JUL 22, 2024 10:25:38 AM"
"Building / Land - Improper Use","Building Services","24##","BERNARD","WARD 5","E-Mail","MAY 03, 2024 03:34:07 PM"
"Building / Land - Improper Use","Building Services","11##","CURRY","WARD 2","Citizen Mobile Apps","MAY 13, 2024 12:52:38 PM"
"Building / Land - Improper Use","Building Services","37##","WHITNEY","WARD 2","Phone","JUN 20, 2024 10:30:39 AM"
"Building / Land - Improper Use","Building Services","13##","ROSSINI","WARD 5","Phone","JUL 02, 2024 08:41:48 AM"
"Building / Land - Improper Use","Building Services","32##","WALKER","WARD 9","Phone","JUN 25, 2024 10:25:06 AM"
"Building / Land - Improper Use","Building Services","31##","TROUP","WARD 7","Phone","MAY 08, 2024 10:02:00 AM"
"Building / Land - Improper Use","Building Services","29##","WALKER","WARD 10","Phone","OCT 04, 2024 11:51:27 AM"
"Building / Land - Improper Use","Building Services","19##","BERNARD","WARD 5","Phone","JUN 28, 2024 02:03:44 PM"
"Building / Land - Improper Use","Building Services","26##","RANDOLPH","WARD 10","Citizen Mobile Apps","JUL 28, 2024 06:27:16 PM"
"Building / Land - Improper Use","Building Services","7##","ROSELAND","WARD 1","Phone","JUL 29, 2024 01:33:46 PM"
"Building / Land - Improper Use","Building Services","34##","PARKWOOD","WARD 9","Citizen Mobile Apps","JUL 29, 2024 08:42:50 PM"
"Building / Land - Improper Use","Building Services","4##","BRIDGE","WARD 2","Citizen Mobile Apps","AUG 08, 2024 08:11:57 AM"
"Building / Land - Improper Use","Building Services","2##","EUGENIE","WARD 10","Phone","FEB 22, 2024 03:36:06 PM"
"Building / Land - Improper Use","Building Services","7##","PIERRE","WARD 4","Phone","FEB 23, 2024 01:56:30 PM"
"Building / Land - Improper Use","Building Services","12##","AUBIN","WARD 5","Citizen Mobile Apps","JAN 17, 2024 10:43:32 AM"
"Building / Land - Improper Use","Building Services","31##","WOODLAWN","WARD 9","Phone","APR 11, 2024 01:32:38 PM"
"Building / Land - Improper Use","Building Services","11##","PARTINGTON","WARD 2","Phone","APR 11, 2024 01:42:44 PM"
"Building / Land - Improper Use","Building Services","35##","WOODLAND","WARD 1","Citizen Mobile Apps","JUL 23, 2024 07:36:47 PM"
"Building / Land - Improper Use","Building Services","7##","OUELLETTE","WARD 3","Phone","JAN 25, 2024 09:25:23 AM"
"Building / Land - Improper Use","Building Services","18##","ALEXIS","WARD 5","Phone","JAN 25, 2024 12:13:24 PM"
"Building / Land - Improper Use","Building Services","11##","PARTINGTON","WARD 2","Web Intake","JUN 26, 2024 11:06:22 AM"
"Building / Land - Improper Use","Building Services","34##","CROSS","WARD 2","Citizen Mobile Apps","JUN 07, 2024 11:20:09 AM"
"Building / Land - Improper Use","Building Services","11##","FELIX","WARD 2","Citizen Mobile Apps","JUL 30, 2024 03:23:21 PM"
"Building / Land - Improper Use","Building Services","54##","TECUMSEH","WARD 8","E-Mail","FEB 01, 2024 08:28:58 AM"
"Building / Land - Improper Use","Building Services","17##","NORTHWAY","WARD 10","Web Intake","MAR 14, 2024 06:39:10 PM"
"Building / Land - Improper Use","Building Services","23##","AUBIN","WARD 5","Citizen Mobile Apps","MAR 07, 2024 08:14:28 PM"
"Building / Land - Improper Use","Building Services","11##","GRAND MARAIS","WARD 10","Web Intake","JAN 25, 2024 01:14:11 AM"
"Building / Land - Improper Use","Building Services","38##","RICHARDIE","WARD 1","Citizen Mobile Apps","JAN 24, 2024 08:30:25 AM"
"Building / Land - Improper Use","Building Services","6##","RANKIN","WARD 2","Phone","JAN 15, 2024 09:55:17 AM"
"Building / Land - Improper Use","Building Services","16##","KERR","WARD 6","Phone","JAN 15, 2024 09:23:01 AM"
"Building / Land - Improper Use","Building Services","25##","COLLEGE","WARD 2","Phone","JAN 29, 2024 09:03:36 AM"
"Building / Land - Improper Use","Building Services","13##","PARENT","WARD 4","Citizen Mobile Apps","APR 26, 2024 12:39:00 PM"
"Building / Land - Improper Use","Building Services","18##","ST LUKE","WARD 5","Phone","JAN 02, 2024 11:17:06 AM"
"Building / Land - Improper Use","Building Services","13##","HARRISON","WARD 2","Phone","JAN 31, 2024 02:13:42 PM"
"Building / Land - Improper Use","Building Services","6##","KILDARE","WARD 4","Phone","FEB 20, 2024 08:38:24 AM"
"Building / Land - Improper Use","Building Services","32##","WALKER","WARD 9","Phone","MAR 27, 2024 10:31:58 AM"
"Building / Land - Improper Use","Building Services","11##","LAUZON","WARD 6","Citizen Mobile Apps","MAR 27, 2024 12:57:07 PM"
"Building / Land - Improper Use","Building Services","14##","VICTORIA","WARD 3","Phone","FEB 20, 2024 10:51:57 AM"
"Building / Land - Improper Use","Building Services","34##","PARKWOOD","WARD 9","E-Mail","APR 19, 2024 09:21:06 AM"
"Building / Land - Improper Use","Building Services","11##","GATESIDE","WARD 6","Citizen Mobile Apps","MAR 22, 2024 04:44:24 PM"
"Building / Land - Improper Use","Building Services","54##","REGINALD","WARD 8","Phone","APR 04, 2024 01:32:13 PM"
"Building / Land - Improper Use","Building Services","18##","ST LUKE","WARD 5","Phone","APR 05, 2024 03:54:15 PM"
"Building / Land - Improper Use","Building Services","12##","AUBIN","WARD 5","Citizen Mobile Apps","JAN 29, 2024 12:30:02 PM"
"Building / Land - Improper Use","Building Services","12##","ST PAUL","WARD 6","Phone","MAY 24, 2024 03:11:54 PM"
"Building / Land - Improper Use","Building Services"," ","JOYCE","WARD 1","Phone","JUN 24, 2024 10:40:13 AM"
"Building / Land - Improper Use","Building Services","8##","ST MARY'S","WARD 6","Phone","SEP 05, 2024 09:22:56 AM"
"Building / Land - Improper Use","Building Services","24##","OLIVE","WARD 8","Phone","FEB 23, 2024 12:19:18 PM"
"Building / Land - Improper Use","Building Services","15##","GOYEAU","WARD 3","Phone","MAR 11, 2024 01:21:57 PM"
"Building / Land - Improper Use","Building Services","9##","HOMEDALE","WARD 6","Phone","JAN 11, 2024 08:23:16 AM"
"Building / Land - Improper Use","Building Services","12##","AIRE","WARD 6","Phone","APR 17, 2024 01:55:11 PM"
"Building / Land - Improper Use","Building Services","54##","EMPRESS","WARD 8","Phone","JUN 13, 2024 03:43:16 PM"
"Building / Land - Improper Use","Building Services","45##","SASSAFRAS","WARD 9","Phone","JUN 18, 2024 02:42:38 PM"
"Building / Land - Improper Use","Building Services","39##","RODD","WARD 1","Phone","MAY 15, 2024 08:38:39 AM"
"Building / Land - Improper Use","Building Services","27##","SEMINOLE","WARD 5","Citizen Mobile Apps","MAY 15, 2024 06:59:22 PM"
"Building / Land - Improper Use","Building Services","16##","DROUILLARD","WARD 5","Phone","FEB 13, 2024 12:21:23 PM"
"Building / Land - Improper Use","Building Services","31##","BLISS","WARD 9","Phone","JAN 12, 2024 12:56:18 PM"
"Building / Land - Improper Use","Building Services","2##","MOY","WARD 4","Citizen Mobile Apps","JAN 08, 2024 08:42:03 PM"
"Building / Land - Improper Use","Building Services","9##","VILLAIRE","WARD 6","E-Mail","JAN 04, 2024 08:23:09 AM"
"Building / Land - Improper Use","Building Services","32##","WALKER","WARD 9","Phone","MAY 03, 2024 12:14:38 PM"
"Building / Land - Improper Use","Building Services","22##","FRASER","WARD 4","Phone","MAY 03, 2024 03:54:21 PM"
"Building / Land - Improper Use","Building Services","26##","PILLETTE","WARD 5","Phone","FEB 26, 2024 03:58:09 PM"
"Building / Land - Improper Use","Building Services","9##","LOUIS","WARD 4","Citizen Mobile Apps","JAN 22, 2024 11:45:22 AM"
"Building / Land - Improper Use","Building Services","11##","PARTINGTON","WARD 2","Phone","MAR 20, 2024 03:40:05 PM"
"Building / Land - Improper Use","Building Services","34##","CROSS","WARD 2","Citizen Mobile Apps","JUN 07, 2024 11:24:10 AM"
