"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Yard Waste Not Collected","Environmental Services","15##","ARTHUR","WARD 5","Phone","NOV 14, 2023 12:34:52 PM"
"Yard Waste Not Collected","Environmental Services","5##","SANDISON","WARD 9","Phone","NOV 15, 2023 09:08:22 AM"
"Yard Waste Not Collected","Environmental Services","2##","BELLEVIEW","WARD 5","Phone","NOV 15, 2023 11:20:01 AM"
"Yard Waste Not Collected","Environmental Services","36##","OUELLETTE","WARD 9","Phone","NOV 15, 2023 12:00:10 PM"
"Yard Waste Not Collected","Environmental Services","15##","JANETTE","WARD 3","Phone","DEC 08, 2023 10:33:17 AM"
"Yard Waste Not Collected","Environmental Services","70##","ST ROSE","WARD 6","Phone","DEC 08, 2023 03:53:42 PM"
"Yard Waste Not Collected","Environmental Services","22##","GLADSTONE","WARD 4","Phone","OCT 19, 2023 03:28:52 PM"
"Yard Waste Not Collected","Environmental Services","20##","BUCKINGHAM","WARD 8","Phone","OCT 23, 2023 08:26:03 AM"
"Yard Waste Not Collected","Environmental Services","54##","LYNDON","WARD 8","Web Intake","DEC 04, 2023 02:23:41 PM"
"Yard Waste Not Collected","Environmental Services","12##","FOXHILL","WARD 6","Phone","NOV 27, 2023 11:23:42 AM"
"Yard Waste Not Collected","Environmental Services","35##","DANDURAND","WARD 1","Phone","NOV 28, 2023 08:17:25 AM"
"Yard Waste Not Collected","Environmental Services","29##","LANGLOIS","WARD 10","Phone","NOV 30, 2023 03:25:37 PM"
"Yard Waste Not Collected","Environmental Services","19##","ARRAS","WARD 4","Phone","DEC 01, 2023 10:56:29 AM"
"Yard Waste Not Collected","Environmental Services","34##","RIBERDY","WARD 9","Citizen Mobile Apps","DEC 01, 2023 11:38:50 AM"
"Yard Waste Not Collected","Environmental Services","6##","CHARLOTTE","WARD 10","Phone","DEC 01, 2023 03:48:42 PM"
"Yard Waste Not Collected","Environmental Services","3##","OAK","WARD 3","Phone","OCT 12, 2023 08:58:39 AM"
"Yard Waste Not Collected","Environmental Services","9##","CURRY","WARD 2","Phone","OCT 12, 2023 02:59:22 PM"
"Yard Waste Not Collected","Environmental Services","3##","EDINBOROUGH","WARD 10","Phone","NOV 02, 2023 09:23:25 AM"
"Yard Waste Not Collected","Environmental Services","22##","MERCER","WARD 3","Phone","NOV 02, 2023 11:20:53 AM"
"Yard Waste Not Collected","Environmental Services","22##","TURNER","WARD 4","Phone","NOV 03, 2023 08:52:06 AM"
"Yard Waste Not Collected","Environmental Services","17##","KILDARE","WARD 4","Citizen Mobile Apps","NOV 03, 2023 08:52:44 AM"
"Yard Waste Not Collected","Environmental Services","23##","KILDARE","WARD 4","Phone","NOV 03, 2023 03:16:14 PM"
"Yard Waste Not Collected","Environmental Services","0##","DOLPHIN","WARD 9","Phone","DEC 06, 2023 09:03:04 AM"
"Yard Waste Not Collected","Environmental Services","11##","MCKAY","WARD 2","E-Mail","SEP 13, 2023 08:29:19 AM"
"Yard Waste Not Collected","Environmental Services","38##","SANDWICH","WARD 2","Phone","NOV 22, 2023 09:09:22 AM"
"Yard Waste Not Collected","Environmental Services","18##","LABADIE","WARD 5","Phone","OCT 05, 2023 03:49:18 PM"
"Yard Waste Not Collected","Environmental Services","19##","GLENDALE","WARD 8","Phone","OCT 06, 2023 10:21:44 AM"
"Yard Waste Not Collected","Environmental Services","23##","CADILLAC","WARD 5","Phone","SEP 14, 2023 12:25:57 PM"
"Yard Waste Not Collected","Environmental Services","18##","ALGONQUIN","WARD 10","Phone","NOV 07, 2023 03:48:47 PM"
"Yard Waste Not Collected","Environmental Services","15##","YORK","WARD 3","Phone","NOV 08, 2023 09:09:57 AM"
"Yard Waste Not Collected","Environmental Services","1##","RANDOLPH","WARD 2","Phone","NOV 08, 2023 09:21:28 AM"
"Yard Waste Not Collected","Environmental Services","37##","SANDWICH","WARD 2","Phone","NOV 08, 2023 11:26:15 AM"
"Yard Waste Not Collected","Environmental Services","11##","VICTORIA","WARD 3","Phone","NOV 08, 2023 01:15:14 PM"
"Yard Waste Not Collected","Environmental Services","17##","ALGONQUIN","WARD 10","Phone","NOV 22, 2023 12:46:13 PM"
"Yard Waste Not Collected","Environmental Services","5##","DOUGALL","WARD 3","Phone","NOV 23, 2023 12:26:51 PM"
"Yard Waste Not Collected","Environmental Services","21##","NIAGARA","WARD 4","Phone","NOV 24, 2023 08:16:52 AM"
"Yard Waste Not Collected","Environmental Services","5##","MCEWAN","WARD 2","Citizen Mobile Apps","OCT 11, 2023 01:29:40 PM"
"Yard Waste Not Collected","Environmental Services","17##","ROONEY","WARD 2","Citizen Mobile Apps","OCT 11, 2023 04:53:13 PM"
"Yard Waste Not Collected","Environmental Services","33##","BRUCE","WARD 1","Phone","SEP 06, 2023 12:33:56 PM"
"Yard Waste Not Collected","Environmental Services","23##","LILLIAN","WARD 4","Phone","SEP 08, 2023 08:07:07 AM"
"Yard Waste Not Collected","Environmental Services","41##","MARLO","WARD 9","Phone","SEP 08, 2023 08:07:29 AM"
"Yard Waste Not Collected","Environmental Services","23##","HOWARD","WARD 4","Phone","SEP 08, 2023 08:17:39 AM"
"Yard Waste Not Collected","Environmental Services","22##","CHARL","WARD 3","Phone","SEP 08, 2023 08:23:25 AM"
"Yard Waste Not Collected","Environmental Services","24##","RANKIN","WARD 10","Phone","FEB 09, 2023 08:17:40 AM"
"Yard Waste Not Collected","Environmental Services","22##","KILDARE","WARD 4","Phone","FEB 09, 2023 03:38:11 PM"
"Yard Waste Not Collected","Environmental Services","18##","WESTCOTT","WARD 5","Phone","FEB 10, 2023 11:17:43 AM"
"Yard Waste Not Collected","Environmental Services","4##","WINDERMERE","WARD 4","Phone","DEC 11, 2023 08:27:28 AM"
"Yard Waste Not Collected","Environmental Services","7##","CAMPBELL","WARD 2","Citizen Mobile Apps","SEP 25, 2023 04:50:44 PM"
"Yard Waste Not Collected","Environmental Services","17##","FORD","WARD 8","Phone","FEB 01, 2023 11:11:26 AM"
"Yard Waste Not Collected","Environmental Services","31##","MORRIS","WARD 1","Phone","FEB 02, 2023 01:10:40 PM"
"Yard Waste Not Collected","Environmental Services","7##","PRINCE","WARD 2","Phone","NOV 08, 2023 09:33:19 AM"
"Yard Waste Not Collected","Environmental Services","16##","CHURCH","WARD 3","Phone","NOV 09, 2023 08:33:19 AM"
"Yard Waste Not Collected","Environmental Services","15##","NIAGARA","WARD 4","Phone","NOV 09, 2023 10:55:10 AM"
"Yard Waste Not Collected","Environmental Services","17##","ROONEY","WARD 2","Citizen Mobile Apps","JUL 18, 2023 11:58:47 PM"
"Yard Waste Not Collected","Environmental Services","9##","GLADSTONE","WARD 4","Phone","NOV 09, 2023 11:00:26 AM"
"Yard Waste Not Collected","Environmental Services","2##","JEFFERSON","WARD 6","Phone","NOV 09, 2023 01:42:26 PM"
"Yard Waste Not Collected","Environmental Services","3##","JANETTE","WARD 3","Phone","JUL 20, 2023 09:44:55 AM"
"Yard Waste Not Collected","Environmental Services","8##","MARENTETTE","WARD 4","Phone","JUL 20, 2023 10:00:10 AM"
"Yard Waste Not Collected","Environmental Services","7##","CHURCH","WARD 3","Phone","JUL 20, 2023 10:51:22 AM"
"Yard Waste Not Collected","Environmental Services","9##","MORAND","WARD 9","Phone","MAR 02, 2023 03:22:01 PM"
"Yard Waste Not Collected","Environmental Services","12##","DEVONSHIRE","WARD 4","Phone","MAR 06, 2023 08:03:56 AM"
"Yard Waste Not Collected","Environmental Services","11##","BROOKVIEW","WARD 10","Phone","FEB 03, 2023 11:59:58 AM"
"Yard Waste Not Collected","Environmental Services","22##","LINCOLN","WARD 4","Phone","FEB 06, 2023 10:07:59 AM"
"Yard Waste Not Collected","Environmental Services","5##","MORAND","WARD 9","Phone","MAR 06, 2023 11:07:48 AM"
"Yard Waste Not Collected","Environmental Services","18##","ELLROSE","WARD 5","Text","FEB 08, 2023 01:11:51 PM"
"Yard Waste Not Collected","Environmental Services","30##","BRIMLEY","WARD 7","Phone","FEB 08, 2023 01:33:23 PM"
"Yard Waste Not Collected","Environmental Services","29##","BRIMLEY","WARD 7","Phone","FEB 24, 2023 01:04:28 PM"
"Yard Waste Not Collected","Environmental Services","7##","FELIX","WARD 2","E-Mail","FEB 23, 2023 03:40:45 PM"
"Yard Waste Not Collected","Environmental Services","9##","DOUGALL","WARD 3","Phone","JAN 19, 2023 08:07:08 AM"
"Yard Waste Not Collected","Environmental Services","35##","TURNER","WARD 9","Phone","FEB 02, 2023 03:24:04 PM"
"Yard Waste Not Collected","Environmental Services","6##","VANIER","WARD 10","Phone","FEB 07, 2023 01:57:12 PM"
"Yard Waste Not Collected","Environmental Services","9##","REEDMERE","WARD 6","Phone","FEB 07, 2023 02:56:26 PM"
"Yard Waste Not Collected","Environmental Services","7##","ROSEDALE","WARD 2","Phone","MAR 08, 2023 02:41:38 PM"
"Yard Waste Not Collected","Environmental Services","35##","QUEEN","WARD 2","Citizen Mobile Apps","MAR 08, 2023 02:55:42 PM"
"Yard Waste Not Collected","Environmental Services","31##","RYAN","WARD 2","Phone","JAN 30, 2023 09:05:08 AM"
"Yard Waste Not Collected","Environmental Services","16##","ARTHUR","WARD 5","Phone","MAR 09, 2023 09:35:36 AM"
"Yard Waste Not Collected","Environmental Services","63##","WYANDOTTE","WARD 6","Phone","MAR 06, 2023 08:35:54 AM"
"Yard Waste Not Collected","Environmental Services","9##","ASKIN","WARD 2","E-Mail","MAR 06, 2023 11:11:56 AM"
"Yard Waste Not Collected","Environmental Services","30##","ROCKWELL","WARD 1","Citizen Mobile Apps","MAR 07, 2023 09:52:21 AM"
"Yard Waste Not Collected","Environmental Services","16##","RANKIN","WARD 10","Phone","MAR 07, 2023 11:17:36 AM"
"Yard Waste Not Collected","Environmental Services","35##","BYNG","WARD 9","Phone","MAR 07, 2023 04:00:25 PM"
"Yard Waste Not Collected","Environmental Services","37##","FRONTENAC","WARD 1","Phone","MAR 07, 2023 04:01:28 PM"
"Yard Waste Not Collected","Environmental Services","9##","GRAND MARAIS","WARD 10","Phone","MAR 07, 2023 04:02:33 PM"
"Yard Waste Not Collected","Environmental Services","38##","HOLBURN","WARD 9","Phone","MAR 08, 2023 11:51:48 AM"
"Yard Waste Not Collected","Environmental Services","32##","CURRY","WARD 1","Text","MAR 08, 2023 03:16:13 PM"
"Yard Waste Not Collected","Environmental Services","33##","MORRIS","WARD 1","Phone","MAR 08, 2023 03:37:32 PM"
"Yard Waste Not Collected","Environmental Services","42##","HOWARD","WARD 1","Phone","MAR 09, 2023 09:22:45 AM"
"Yard Waste Not Collected","Environmental Services","10##","CHURCH","WARD 3","Phone","JAN 19, 2023 11:08:19 AM"
"Yard Waste Not Collected","Environmental Services","4##","CALIFORNIA","WARD 2","Phone","JAN 19, 2023 11:42:50 AM"
"Yard Waste Not Collected","Environmental Services","23##","LONGFELLOW","WARD 10","Phone","JAN 19, 2023 11:44:30 AM"
"Yard Waste Not Collected","Environmental Services","10##","CHURCH","WARD 3","Phone","JAN 19, 2023 11:48:20 AM"
"Yard Waste Not Collected","Environmental Services","1##","SHEPHERD","WARD 3","Phone","JAN 19, 2023 11:50:14 AM"
"Yard Waste Not Collected","Environmental Services","12##","WINDERMERE","WARD 4","Citizen Mobile Apps","JAN 19, 2023 04:11:23 PM"
"Yard Waste Not Collected","Environmental Services","10##","GLIDDEN","WARD 6","Citizen Mobile Apps","JAN 19, 2023 04:35:34 PM"
"Yard Waste Not Collected","Environmental Services","9##","EASTLAWN","WARD 6","Phone","JAN 25, 2023 08:36:55 AM"
"Yard Waste Not Collected","Environmental Services","4##","CALIFORNIA","WARD 2","Phone","JAN 20, 2023 02:40:37 PM"
"Yard Waste Not Collected","Environmental Services","58##","RIVERSIDE","WARD 6","Phone","JAN 23, 2023 09:33:16 AM"
"Yard Waste Not Collected","Environmental Services","4##","ASKIN","WARD 2","Phone","JAN 17, 2023 12:39:55 PM"
"Yard Waste Not Collected","Environmental Services","7##","PRINCE","WARD 2","Phone","JAN 17, 2023 02:54:50 PM"
"Yard Waste Not Collected","Environmental Services","34##","WOODLAWN","WARD 9","Phone","MAR 06, 2023 10:26:27 AM"
"Yard Waste Not Collected","Environmental Services","8##","RHOLAINE","WARD 6","Phone","MAR 06, 2023 11:36:49 AM"
"Yard Waste Not Collected","Environmental Services","24##","ACADEMY","WARD 10","Phone","MAR 01, 2023 09:08:46 AM"
"Yard Waste Not Collected","Environmental Services","6##","CHRISTINA","WARD 1","Phone","JAN 25, 2023 10:41:30 AM"
"Yard Waste Not Collected","Environmental Services","38##","NORTHWAY","WARD 1","Phone","JAN 26, 2023 08:51:56 AM"
"Yard Waste Not Collected","Environmental Services","14##","HALLMARK","WARD 9","Phone","JAN 26, 2023 02:54:54 PM"
"Yard Waste Not Collected","Environmental Services","20##","YPRES","WARD 4","Web Intake","JAN 26, 2023 04:41:45 PM"
"Yard Waste Not Collected","Environmental Services","26##","EVERTS","WARD 10","Phone","JAN 27, 2023 08:32:19 AM"
"Yard Waste Not Collected","Environmental Services","17##","CHILVER","WARD 4","Phone","JAN 27, 2023 08:35:24 AM"
"Yard Waste Not Collected","Environmental Services","3##","RANDOLPH","WARD 2","Phone","JAN 17, 2023 03:37:46 PM"
"Yard Waste Not Collected","Environmental Services","17##","CALDERWOOD","WARD 9","Phone","JAN 31, 2023 01:24:52 PM"
"Yard Waste Not Collected","Environmental Services","107##","WINSLOW","WARD 7","Phone","JAN 31, 2023 03:56:19 PM"
"Yard Waste Not Collected","Environmental Services","6##","BRIDGE","WARD 2","Citizen Mobile Apps","FEB 27, 2023 09:43:45 AM"
"Yard Waste Not Collected","Environmental Services","28##","ASKIN","WARD 10","Citizen Mobile Apps","FEB 27, 2023 11:52:45 AM"
"Yard Waste Not Collected","Environmental Services","31##","DOMINION","WARD 1","Phone","FEB 28, 2023 08:06:23 AM"
"Yard Waste Not Collected","Environmental Services","23##","MEIGHEN","WARD 5","Phone","JAN 27, 2023 08:55:30 AM"
"Yard Waste Not Collected","Environmental Services","27##","ROBERT","WARD 5","Phone","JAN 27, 2023 09:05:20 AM"
"Yard Waste Not Collected","Environmental Services","36##","HOWARD","WARD 9","Citizen Mobile Apps","JAN 09, 2023 02:05:52 PM"
"Yard Waste Not Collected","Environmental Services","24##","LINCOLN","WARD 4","Citizen Mobile Apps","FEB 27, 2023 10:25:34 PM"
"Yard Waste Not Collected","Environmental Services","24##","LONGFELLOW","WARD 10","Phone","MAR 01, 2023 09:19:15 AM"
"Yard Waste Not Collected","Environmental Services","30##","CHURCH","WARD 1","Phone","MAR 01, 2023 01:37:59 PM"
"Yard Waste Not Collected","Environmental Services","34##","HARRIS","WARD 2","Phone","MAR 02, 2023 08:05:03 AM"
"Yard Waste Not Collected","Environmental Services","33##","BRUCE","WARD 1","Phone","MAR 02, 2023 11:37:40 AM"
"Yard Waste Not Collected","Environmental Services","27##","ACADEMY","WARD 10","Phone","MAR 02, 2023 11:55:38 AM"
"Yard Waste Not Collected","Environmental Services","25##","ACADEMY","WARD 10","Phone","MAR 02, 2023 12:02:49 PM"
"Yard Waste Not Collected","Environmental Services","28##","ACADEMY","WARD 10","Phone","MAR 02, 2023 12:24:40 PM"
"Yard Waste Not Collected","Environmental Services","17##","CHILVER","WARD 4","Phone","APR 21, 2023 11:19:21 AM"
"Yard Waste Not Collected","Environmental Services","15##","WESTMINSTER","WARD 8","Phone","APR 24, 2023 09:08:04 AM"
"Yard Waste Not Collected","Environmental Services","3##","WATKINS","WARD 2","Phone","JAN 18, 2023 10:58:51 AM"
"Yard Waste Not Collected","Environmental Services","10##","CHURCH","WARD 3","Phone","JAN 18, 2023 11:08:30 AM"
"Yard Waste Not Collected","Environmental Services","3##","BRIDGE","WARD 2","Phone","JAN 18, 2023 11:10:51 AM"
"Yard Waste Not Collected","Environmental Services","1##","CAMERON","WARD 2","Phone","JAN 18, 2023 03:11:44 PM"
"Yard Waste Not Collected","Environmental Services","13##","WYANDOTTE","WARD 2","Phone","JAN 18, 2023 03:34:57 PM"
"Yard Waste Not Collected","Environmental Services","0##","SHEPHERD","WARD 3","Citizen Mobile Apps","JAN 18, 2023 05:30:58 PM"
"Yard Waste Not Collected","Environmental Services","33##","CHURCH","WARD 1","Phone","JAN 27, 2023 02:24:14 PM"
"Yard Waste Not Collected","Environmental Services","39##","LENNON","WARD 1","Phone","MAR 02, 2023 01:04:14 PM"
"Yard Waste Not Collected","Environmental Services","39##","CASGRAIN","WARD 1","Phone","MAR 02, 2023 03:00:17 PM"
"Yard Waste Not Collected","Environmental Services","40##","WALKER","WARD 9","Phone","MAR 03, 2023 10:08:27 AM"
"Yard Waste Not Collected","Environmental Services","39##","LONGFELLOW","WARD 1","Phone","MAR 03, 2023 08:36:59 AM"
"Yard Waste Not Collected","Environmental Services","28##","EVERTS","WARD 10","Phone","MAR 03, 2023 01:13:02 PM"
"Yard Waste Not Collected","Environmental Services","15##","ARTHUR","WARD 5","Phone","MAR 06, 2023 08:35:45 AM"
"Yard Waste Not Collected","Environmental Services","14##","AUBIN","WARD 5","Phone","MAR 06, 2023 09:44:14 AM"
"Yard Waste Not Collected","Environmental Services","73##","RIVERSIDE","WARD 6","Phone","MAR 06, 2023 09:49:01 AM"
"Yard Waste Not Collected","Environmental Services","34##","WOODLAWN","WARD 9","Phone","MAR 03, 2023 10:56:44 AM"
"Yard Waste Not Collected","Environmental Services","33##","MCKAY","WARD 1","Phone","MAR 03, 2023 10:58:20 AM"
"Yard Waste Not Collected","Environmental Services","15##","ALBERT","WARD 5","Phone","MAR 03, 2023 11:25:31 AM"
"Yard Waste Not Collected","Environmental Services","2##","ELM","WARD 3","E-Mail","MAR 06, 2023 10:21:44 AM"
"Yard Waste Not Collected","Environmental Services","28##","MANGIN","WARD 10","Phone","FEB 06, 2023 01:56:27 PM"
"Yard Waste Not Collected","Environmental Services","14##","MONTICELLO","WARD 7","Phone","JAN 24, 2023 09:39:47 AM"
"Yard Waste Not Collected","Environmental Services","14##","DROUILLARD","WARD 5","Phone","JAN 24, 2023 10:47:53 AM"
"Yard Waste Not Collected","Environmental Services","53##","RIVERSIDE","WARD 6","Phone","JAN 24, 2023 11:52:11 AM"
"Yard Waste Not Collected","Environmental Services","8##","LOUNSBOROUGH","WARD 9","Phone","JAN 25, 2023 08:08:23 AM"
"Yard Waste Not Collected","Environmental Services","6##","CHAMPLAIN","WARD 1","Phone","JAN 25, 2023 08:13:09 AM"
"Yard Waste Not Collected","Environmental Services","33##","GUNDY PARK","WARD 9","Phone","JAN 25, 2023 09:20:41 AM"
"Yard Waste Not Collected","Environmental Services","14##","DROUILLARD","WARD 5","Phone","JAN 24, 2023 11:44:47 AM"
"Yard Waste Not Collected","Environmental Services","35##","AVONDALE","WARD 1","Phone","MAR 02, 2023 01:08:27 PM"
"Yard Waste Not Collected","Environmental Services","36##","AVONDALE","WARD 1","Phone","MAR 03, 2023 09:15:36 AM"
"Yard Waste Not Collected","Environmental Services","29##","MARK","WARD 10","Phone","MAR 03, 2023 10:09:40 AM"
"Yard Waste Not Collected","Environmental Services","18##","LARKIN","WARD 5","Phone","MAR 03, 2023 11:25:48 AM"
"Yard Waste Not Collected","Environmental Services","10##","ELM","WARD 3","Phone","MAR 03, 2023 12:50:09 PM"
"Yard Waste Not Collected","Environmental Services","28##","BRAMLEY","WARD 10","Phone","JAN 27, 2023 03:20:11 PM"
"Yard Waste Not Collected","Environmental Services","79##","MOLNAR","WARD 7","E-Mail","JAN 30, 2023 01:49:46 PM"
"Yard Waste Not Collected","Environmental Services","15##","GLADSTONE","WARD 4","Phone","AUG 18, 2023 02:04:33 PM"
"Yard Waste Not Collected","Environmental Services","15##","GLADSTONE","WARD 4","Phone","AUG 18, 2023 10:25:35 AM"
"Yard Waste Not Collected","Environmental Services","28##","SEMINOLE","WARD 5","Phone","AUG 18, 2023 01:35:35 PM"
"Yard Waste Not Collected","Environmental Services","35##","BYNG","WARD 9","Phone","MAR 06, 2023 10:18:22 AM"
"Yard Waste Not Collected","Environmental Services","26##","BYNG","WARD 4","Phone","MAR 06, 2023 10:28:19 AM"
"Yard Waste Not Collected","Environmental Services","33##","RANKIN","WARD 1","Web Intake","MAR 03, 2023 01:20:43 PM"
"Yard Waste Not Collected","Environmental Services","25##","WINDERMERE","WARD 4","Phone","MAR 03, 2023 11:34:54 AM"
"Yard Waste Not Collected","Environmental Services","16##","MARENTETTE","WARD 4","Citizen Mobile Apps","JAN 20, 2023 09:47:28 AM"
"Yard Waste Not Collected","Environmental Services","10##","CHURCH","WARD 3","Phone","JAN 20, 2023 09:58:32 AM"
"Yard Waste Not Collected","Environmental Services","14##","DROUILLARD","WARD 5","Phone","JAN 20, 2023 10:14:31 AM"
"Yard Waste Not Collected","Environmental Services","2##","PRADO","WARD 6","Phone","JAN 20, 2023 11:08:25 AM"
"Yard Waste Not Collected","Environmental Services","21##","BYNG","WARD 4","Phone","MAY 19, 2023 03:31:18 PM"
"Yard Waste Not Collected","Environmental Services","8##","GLIDDEN","WARD 6","E-Mail","MAY 12, 2023 08:38:31 AM"
"Yard Waste Not Collected","Environmental Services","3##","BETTY","WARD 6","Phone","MAY 12, 2023 12:10:14 PM"
"Yard Waste Not Collected","Environmental Services","16##","VENETIAN","WARD 7","Phone","MAY 15, 2023 09:25:25 AM"
"Yard Waste Not Collected","Environmental Services","54##","CLARENCE","WARD 8","Phone","MAY 19, 2023 09:10:49 AM"
"Yard Waste Not Collected","Environmental Services","5##","ALEXANDRINE","WARD 10","Phone","MAY 18, 2023 03:26:22 PM"
"Yard Waste Not Collected","Environmental Services","23##","MEIGHEN","WARD 5","Phone","MAY 18, 2023 03:31:37 PM"
"Yard Waste Not Collected","Environmental Services","17##","HALL","WARD 4","Web Intake","MAY 18, 2023 09:53:24 PM"
"Yard Waste Not Collected","Environmental Services","12##","BEALS","WARD 1","Phone","MAR 03, 2023 09:57:46 AM"
"Yard Waste Not Collected","Environmental Services","29##","SKYLINE","WARD 10","Phone","MAR 03, 2023 10:23:06 AM"
"Yard Waste Not Collected","Environmental Services","29##","SKYLINE","WARD 10","Phone","MAR 03, 2023 01:10:24 PM"
"Yard Waste Not Collected","Environmental Services","35##","VIRGINIA PARK","WARD 1","Web Intake","MAR 03, 2023 06:17:08 PM"
"Yard Waste Not Collected","Environmental Services","23##","TIMBERCREST","WARD 7","Phone","MAY 16, 2023 09:29:04 AM"
"Yard Waste Not Collected","Environmental Services","38##","TULIP","WARD 9","Phone","MAY 16, 2023 09:59:37 AM"
"Yard Waste Not Collected","Environmental Services","33##","CHURCH","WARD 1","Phone","MAY 16, 2023 01:05:32 PM"
"Yard Waste Not Collected","Environmental Services","13##","TOTTEN","WARD 10","Phone","JUN 21, 2023 12:23:28 PM"
"Yard Waste Not Collected","Environmental Services","13##","MCKAY","WARD 2","Phone","JUN 22, 2023 08:07:27 AM"
"Yard Waste Not Collected","Environmental Services","10##","VICTORIA","WARD 3","Phone","JUN 22, 2023 09:29:02 AM"
"Yard Waste Not Collected","Environmental Services","12##","VICTORIA","WARD 3","Phone","JUN 22, 2023 09:43:26 AM"
"Yard Waste Not Collected","Environmental Services","10##","OUELLETTE","WARD 3","Phone","JUN 22, 2023 11:58:57 AM"
"Yard Waste Not Collected","Environmental Services","15##","PARTINGTON","WARD 10","Phone","MAY 24, 2023 03:45:36 PM"
"Yard Waste Not Collected","Environmental Services","2##","ESDRAS","WARD 6","Phone","MAY 26, 2023 08:21:13 AM"
"Yard Waste Not Collected","Environmental Services","25##","RANDOLPH","WARD 10","Phone","MAY 23, 2023 03:41:36 PM"
"Yard Waste Not Collected","Environmental Services","62##","RIVERSIDE","WARD 6","Phone","MAR 09, 2023 08:32:07 AM"
"Yard Waste Not Collected","Environmental Services","63##","RIVERSIDE","WARD 6","Phone","MAR 09, 2023 08:33:49 AM"
"Yard Waste Not Collected","Environmental Services","16##","COLLEGE","WARD 2","Phone","MAY 25, 2023 10:04:14 AM"
"Yard Waste Not Collected","Environmental Services","17##","ROONEY","WARD 2","E-Mail","MAY 25, 2023 10:22:08 AM"
"Yard Waste Not Collected","Environmental Services","17##","ROONEY","WARD 2","E-Mail","MAY 25, 2023 10:23:05 AM"
"Yard Waste Not Collected","Environmental Services","32##","MARK","WARD 1","Citizen Mobile Apps","JUN 13, 2023 06:32:24 PM"
"Yard Waste Not Collected","Environmental Services","26##","DOMINION","WARD 10","Phone","JUN 14, 2023 09:14:49 AM"
"Yard Waste Not Collected","Environmental Services","46##","MALDEN","WARD 1","Phone","JUN 14, 2023 10:37:14 AM"
"Yard Waste Not Collected","Environmental Services","31##","RANKIN","WARD 1","Phone","JUN 14, 2023 01:43:56 PM"
"Yard Waste Not Collected","Environmental Services","5##","HALL","WARD 4","Phone","JUN 22, 2023 12:33:37 PM"
"Yard Waste Not Collected","Environmental Services","14##","MARENTETTE","WARD 4","Phone","JUN 22, 2023 01:05:41 PM"
"Yard Waste Not Collected","Environmental Services","15##","VICTORIA","WARD 3","Phone","JUN 22, 2023 01:22:17 PM"
"Yard Waste Not Collected","Environmental Services","15##","VICTORIA","WARD 3","Phone","JUN 22, 2023 01:34:20 PM"
"Yard Waste Not Collected","Environmental Services","10##","VICTORIA","WARD 3","Phone","JUN 22, 2023 01:47:43 PM"
"Yard Waste Not Collected","Environmental Services","39##","WHITNEY","WARD 2","Phone","APR 26, 2023 02:41:20 PM"
"Yard Waste Not Collected","Environmental Services","10##","LANGLOIS","WARD 4","Phone","APR 27, 2023 03:59:57 PM"
"Yard Waste Not Collected","Environmental Services","13##","MARIE","WARD 10","Phone","JUN 02, 2023 03:17:09 PM"
"Yard Waste Not Collected","Environmental Services","38##","MCGREGOR","WARD 1","Phone","MAR 06, 2023 12:34:34 PM"
"Yard Waste Not Collected","Environmental Services","34##","DOMINION","WARD 1","Phone","MAR 06, 2023 12:55:29 PM"
"Yard Waste Not Collected","Environmental Services","30##","CHURCH","WARD 1","Phone","MAR 06, 2023 02:23:56 PM"
"Yard Waste Not Collected","Environmental Services","6##","CARTIER","WARD 1","Phone","MAR 07, 2023 08:49:32 AM"
"Yard Waste Not Collected","Environmental Services","5##","NORTH TALBOT","WARD 1","Phone","MAR 07, 2023 12:22:20 PM"
"Yard Waste Not Collected","Environmental Services","33##","CURRY","WARD 1","Phone","MAR 07, 2023 02:11:33 PM"
"Yard Waste Not Collected","Environmental Services","27##","AVONDALE","WARD 10","Citizen Mobile Apps","MAY 31, 2023 11:48:47 AM"
"Yard Waste Not Collected","Environmental Services","39##","ACORN","WARD 9","Citizen Mobile Apps","JUN 01, 2023 12:26:02 PM"
"Yard Waste Not Collected","Environmental Services","26##","LLOYD GEORGE","WARD 8","E-Mail","MAR 07, 2023 02:43:02 PM"
"Yard Waste Not Collected","Environmental Services","15##","ALBERT","WARD 5","Phone","MAY 29, 2023 12:18:33 PM"
"Yard Waste Not Collected","Environmental Services","30##","RADISSON","WARD 1","Citizen Mobile Apps","JUN 13, 2023 04:21:24 PM"
"Yard Waste Not Collected","Environmental Services","31##","DOMINION","WARD 1","Citizen Mobile Apps","JUN 13, 2023 04:51:38 PM"
"Yard Waste Not Collected","Environmental Services","31##","RADISSON","WARD 1","Phone","JUN 13, 2023 12:38:56 PM"
"Yard Waste Not Collected","Environmental Services","33##","CHURCH","WARD 1","Citizen Mobile Apps","JUN 13, 2023 02:30:34 PM"
"Yard Waste Not Collected","Environmental Services","30##","CURRY","WARD 1","Phone","MAY 17, 2023 09:05:08 AM"
"Yard Waste Not Collected","Environmental Services","14##","IMPERIAL","WARD 1","Phone","MAY 17, 2023 03:12:01 PM"
"Yard Waste Not Collected","Environmental Services","32##","DAYTONA","WARD 1","Citizen Mobile Apps","MAY 17, 2023 07:49:31 PM"
