"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Rodent Extermination Program","Environmental Services","10##","MOY","WARD 4","Phone","JUN 06, 2023 09:45:55 AM"
"Rodent Extermination Program","Environmental Services","110##","LEATHORNE","WARD 7","Phone","JUN 12, 2023 08:17:00 AM"
"Rodent Extermination Program","Environmental Services","27##","DOMINION","WARD 10","Phone","JUN 07, 2023 01:02:09 PM"
"Rodent Extermination Program","Environmental Services","19##","IROQUOIS","WARD 4","Phone","JUN 12, 2023 10:21:29 AM"
"Rodent Extermination Program","Environmental Services","16##","HICKORY","WARD 5","Phone","MAY 29, 2023 10:43:38 AM"
"Rodent Extermination Program","Environmental Services","9##","GILES","WARD 4","Phone","JUN 26, 2023 03:48:26 PM"
"Rodent Extermination Program","Environmental Services","5##","PINE","WARD 3","Phone","JUN 27, 2023 10:26:16 AM"
"Rodent Extermination Program","Environmental Services","13##","MAGNOLIA","WARD 7","Phone","FEB 17, 2023 03:01:30 PM"
"Rodent Extermination Program","Environmental Services","32##","EDISON","WARD 2","Phone","MAR 03, 2023 10:34:27 AM"
"Rodent Extermination Program","Environmental Services","7##","ARGYLE","WARD 4","Phone","MAR 03, 2023 03:04:09 PM"
"Rodent Extermination Program","Environmental Services","38##","REGINALD","WARD 5","Phone","MAR 06, 2023 10:56:08 AM"
"Rodent Extermination Program","Environmental Services","5##","PRINCE","WARD 2","Phone","MAR 06, 2023 01:16:24 PM"
"Rodent Extermination Program","Environmental Services","23##","MARK","WARD 10","Phone","MAR 06, 2023 03:12:33 PM"
"Rodent Extermination Program","Environmental Services","7##","BENSETTE","WARD 10","Phone","MAR 06, 2023 03:34:35 PM"
"Rodent Extermination Program","Environmental Services","11##","GLADSTONE","WARD 4","Phone","MAR 08, 2023 11:03:01 AM"
"Rodent Extermination Program","Environmental Services","15##","FOSTER","WARD 9","Phone","JUN 27, 2023 10:49:00 AM"
"Rodent Extermination Program","Environmental Services","107##","ATWATER","WARD 7","Phone","JUN 27, 2023 12:05:35 PM"
"Rodent Extermination Program","Environmental Services","12##","CHILVER","WARD 4","Phone","MAR 21, 2023 02:04:07 PM"
"Rodent Extermination Program","Environmental Services","11##","HICKORY","WARD 5","Phone","MAR 24, 2023 10:21:10 AM"
"Rodent Extermination Program","Environmental Services","9##","LINCOLN","WARD 4","Phone","MAR 27, 2023 08:20:23 AM"
"Rodent Extermination Program","Environmental Services","31##","ROBINET","WARD 7","Phone","MAY 19, 2023 09:54:10 AM"
"Rodent Extermination Program","Environmental Services","14##","PILLETTE","WARD 8","Phone","MAY 17, 2023 09:53:08 AM"
"Rodent Extermination Program","Environmental Services","18##","WINDERMERE","WARD 4","Phone","MAY 19, 2023 11:42:08 AM"
"Rodent Extermination Program","Environmental Services","12##","OAK","WARD 3","Phone","MAY 19, 2023 12:03:58 PM"
"Rodent Extermination Program","Environmental Services","25##","BYNG","WARD 4","Phone","MAY 19, 2023 02:50:28 PM"
"Rodent Extermination Program","Environmental Services","15##","BUCKINGHAM","WARD 8","Phone","MAY 19, 2023 03:43:23 PM"
"Rodent Extermination Program","Environmental Services","1##","CAMERON","WARD 2","Phone","JUN 08, 2023 03:50:26 PM"
"Rodent Extermination Program","Environmental Services","40##","EDEN","WARD 1","Phone","JUN 12, 2023 09:58:02 AM"
"Rodent Extermination Program","Environmental Services","26##","PILLETTE","WARD 5","Phone","JUN 13, 2023 02:40:28 PM"
"Rodent Extermination Program","Environmental Services","16##","DROUILLARD","WARD 5","Phone","MAY 29, 2023 02:36:25 PM"
"Rodent Extermination Program","Environmental Services","23##","LOUIS","WARD 4","Phone","JUN 27, 2023 12:08:18 PM"
"Rodent Extermination Program","Environmental Services","34##","HARRIS","WARD 2","Phone","JUN 27, 2023 01:45:33 PM"
"Rodent Extermination Program","Environmental Services","14##","YORK","WARD 3","Phone","JUN 27, 2023 04:00:17 PM"
"Rodent Extermination Program","Environmental Services","5##","PIERRE","WARD 4","Phone","JUN 28, 2023 10:53:58 AM"
"Rodent Extermination Program","Environmental Services","7##","VANIER","WARD 10","Phone","JUN 30, 2023 08:51:09 AM"
"Rodent Extermination Program","Environmental Services","13##","DENBY","WARD 6","Phone","MAY 29, 2023 10:38:03 AM"
"Rodent Extermination Program","Environmental Services","13##","ELM","WARD 3","Phone","MAY 29, 2023 11:20:51 AM"
"Rodent Extermination Program","Environmental Services","23##","GEORGE","WARD 5","Phone","MAY 29, 2023 12:38:24 PM"
"Rodent Extermination Program","Environmental Services","15##","CHURCH","WARD 3","Phone","MAY 29, 2023 01:10:38 PM"
"Rodent Extermination Program","Environmental Services","34##","TURNER","WARD 9","Phone","MAY 30, 2023 12:50:48 PM"
"Rodent Extermination Program","Environmental Services","0##","BONITA","WARD 9","Phone","MAY 26, 2023 10:56:02 AM"
"Rodent Extermination Program","Environmental Services","1##","MARLIN","WARD 9","Phone","MAY 26, 2023 02:31:47 PM"
"Rodent Extermination Program","Environmental Services","37##","HOLBURN","WARD 9","Phone","MAY 25, 2023 10:31:26 AM"
"Rodent Extermination Program","Environmental Services","24##","BERNARD","WARD 5","Phone","MAY 25, 2023 10:43:15 AM"
"Rodent Extermination Program","Environmental Services","78##","SHORAIN","WARD 6","Phone","MAY 26, 2023 08:40:08 AM"
"Rodent Extermination Program","Environmental Services","10##","WATSON","WARD 6","Phone","MAY 24, 2023 11:50:28 AM"
"Rodent Extermination Program","Environmental Services","9##","HENRY FORD CENTRE","WARD 5","Phone","MAY 24, 2023 01:30:54 PM"
"Rodent Extermination Program","Environmental Services","23##","VIRGINIA PARK","WARD 10","Phone","MAY 25, 2023 09:44:23 AM"
"Rodent Extermination Program","Environmental Services","9##","CAMPBELL","WARD 2","Phone","MAY 25, 2023 10:00:47 AM"
"Rodent Extermination Program","Environmental Services","7##","JANETTE","WARD 3","Phone","MAY 29, 2023 10:20:56 AM"
"Rodent Extermination Program","Environmental Services","34##","TURNER","WARD 9","Phone","MAY 30, 2023 04:44:40 PM"
"Rodent Extermination Program","Environmental Services","23##","GEORGE","WARD 5","Phone","MAY 26, 2023 12:14:44 PM"
"Rodent Extermination Program","Environmental Services","23##","GEORGE","WARD 5","Phone","MAY 26, 2023 12:44:07 PM"
"Rodent Extermination Program","Environmental Services","23##","LUXURY","WARD 7","Phone","MAY 15, 2023 11:19:40 AM"
"Rodent Extermination Program","Environmental Services","5##","PINE","WARD 3","Phone","MAY 08, 2023 11:26:30 AM"
"Rodent Extermination Program","Environmental Services","11##","CAMPBELL","WARD 2","Phone","MAY 29, 2023 01:20:13 PM"
"Rodent Extermination Program","Environmental Services","3##","MCKAY","WARD 2","Phone","MAY 31, 2023 09:31:53 AM"
"Rodent Extermination Program","Environmental Services","14##","LILLIAN","WARD 4","Phone","MAY 31, 2023 11:21:27 AM"
"Rodent Extermination Program","Environmental Services","3##","BRIDGE","WARD 2","Phone","MAY 31, 2023 11:44:04 AM"
"Rodent Extermination Program","Environmental Services","34##","TURNER","WARD 9","Phone","MAY 31, 2023 12:02:12 PM"
"Rodent Extermination Program","Environmental Services","22##","MARK","WARD 10","Phone","MAY 31, 2023 12:32:04 PM"
"Rodent Extermination Program","Environmental Services","23##","LUXURY","WARD 7","Phone","MAY 31, 2023 01:41:34 PM"
"Rodent Extermination Program","Environmental Services","33##","GLENWOOD","WARD 1","Phone","JUN 01, 2023 11:18:09 AM"
"Rodent Extermination Program","Environmental Services","12##","VICTORIA","WARD 3","Phone","JUN 01, 2023 11:58:18 AM"
"Rodent Extermination Program","Environmental Services","7##","ARGYLE","WARD 4","Phone","JUN 01, 2023 12:08:35 PM"
"Rodent Extermination Program","Environmental Services","24##","MAITLAND","WARD 7","Phone","JUN 02, 2023 09:47:17 AM"
"Rodent Extermination Program","Environmental Services","116##","DILLON","WARD 7","Phone","JUN 02, 2023 02:36:52 PM"
"Rodent Extermination Program","Environmental Services","5##","NIAGARA","WARD 4","Phone","JUN 05, 2023 08:05:05 AM"
"Rodent Extermination Program","Environmental Services","17##","LANGLOIS","WARD 4","Phone","JUN 05, 2023 10:40:09 AM"
"Rodent Extermination Program","Environmental Services","16##","ELSMERE","WARD 4","Phone","MAY 18, 2023 10:32:41 AM"
"Rodent Extermination Program","Environmental Services","13##","GISELLE","WARD 9","Phone","MAY 18, 2023 10:37:37 AM"
"Rodent Extermination Program","Environmental Services","5##","LISA","WARD 1","Phone","MAY 18, 2023 03:26:25 PM"
"Rodent Extermination Program","Environmental Services","22##","JANETTE","WARD 3","Phone","MAY 11, 2023 08:54:04 AM"
"Rodent Extermination Program","Environmental Services","14##","HICKORY","WARD 5","Phone","MAY 11, 2023 09:23:36 AM"
"Rodent Extermination Program","Environmental Services","7##","GOYEAU","WARD 3","Phone","MAY 12, 2023 09:40:55 AM"
"Rodent Extermination Program","Environmental Services","21##","YORK","WARD 3","Phone","MAY 12, 2023 12:14:35 PM"
"Rodent Extermination Program","Environmental Services","25##","OLIVE","WARD 8","Phone","MAY 12, 2023 03:11:56 PM"
"Rodent Extermination Program","Environmental Services","11##","CHILVER","WARD 4","Phone","MAY 15, 2023 08:37:43 AM"
"Rodent Extermination Program","Environmental Services","78##","ST ROSE","WARD 6","Phone","MAY 15, 2023 10:47:03 AM"
"Rodent Extermination Program","Environmental Services","16##","PARENT","WARD 4","Phone","MAY 18, 2023 12:56:41 PM"
"Rodent Extermination Program","Environmental Services","9##","ELM","WARD 3","Phone","MAY 15, 2023 11:59:06 AM"
"Rodent Extermination Program","Environmental Services","2##","ESDRAS","WARD 6","Phone","MAY 19, 2023 08:48:49 AM"
"Rodent Extermination Program","Environmental Services","4##","GILES","WARD 3","Phone","JUN 09, 2023 11:36:57 AM"
"Rodent Extermination Program","Environmental Services","18##","HICKORY","WARD 5","Phone","JUN 05, 2023 02:02:04 PM"
"Rodent Extermination Program","Environmental Services","78##","SHORAIN","WARD 6","Phone","JUN 05, 2023 03:34:34 PM"
"Rodent Extermination Program","Environmental Services","37##","HOLBURN","WARD 9","Phone","JUN 30, 2023 09:59:01 AM"
"Rodent Extermination Program","Environmental Services","10##","MCEWAN","WARD 2","Phone","JUN 30, 2023 02:44:44 PM"
"Rodent Extermination Program","Environmental Services","47##","BARCELONA","WARD 9","Phone","JUN 12, 2023 11:35:56 AM"
"Rodent Extermination Program","Environmental Services","25##","LINCOLN","WARD 4","Phone","MAY 15, 2023 11:27:45 AM"
"Rodent Extermination Program","Environmental Services","23##","FRANCOIS","WARD 5","Phone","MAY 16, 2023 10:02:31 AM"
"Rodent Extermination Program","Environmental Services","23##","FRANCOIS","WARD 5","Phone","MAY 17, 2023 09:04:25 AM"
"Rodent Extermination Program","Environmental Services","34##","MAISONNEUVE","WARD 1","Phone","MAR 16, 2023 11:27:37 AM"
"Rodent Extermination Program","Environmental Services","17##","BYNG","WARD 4","Phone","FEB 21, 2023 10:32:03 AM"
"Rodent Extermination Program","Environmental Services","15##","DOUGALL","WARD 3","Phone","FEB 24, 2023 03:35:40 PM"
"Rodent Extermination Program","Environmental Services","17##","BYNG","WARD 4","Phone","FEB 28, 2023 09:16:37 AM"
"Rodent Extermination Program","Environmental Services","18##","LARKIN","WARD 5","Phone","APR 14, 2023 12:52:41 PM"
"Rodent Extermination Program","Environmental Services","46##","ALPENROSE","WARD 1","Phone","APR 17, 2023 09:19:35 AM"
"Rodent Extermination Program","Environmental Services","2##","GERALDINE","WARD 9","Phone","APR 17, 2023 02:44:07 PM"
"Rodent Extermination Program","Environmental Services","9##","HOWARD","WARD 4","Phone","APR 18, 2023 02:52:24 PM"
"Rodent Extermination Program","Environmental Services","8##","ELLROSE","WARD 5","Phone","APR 26, 2023 01:43:30 PM"
"Rodent Extermination Program","Environmental Services","17##","CASTLETON","WARD 7","Phone","MAR 21, 2023 11:39:04 AM"
"Rodent Extermination Program","Environmental Services","2##","ST PAUL","WARD 6","Phone","MAR 21, 2023 12:09:13 PM"
"Rodent Extermination Program","Environmental Services","9##","WINDERMERE","WARD 4","Phone","MAR 21, 2023 02:58:55 PM"
"Rodent Extermination Program","Environmental Services","10##","DOT","WARD 2","Phone","APR 20, 2023 03:28:16 PM"
"Rodent Extermination Program","Environmental Services","78##","CECILE","WARD 6","Phone","APR 21, 2023 09:16:49 AM"
"Rodent Extermination Program","Environmental Services","8##","REEDMERE","WARD 6","Phone","APR 25, 2023 09:07:36 AM"
"Rodent Extermination Program","Environmental Services","15##","ST GABRIEL","WARD 1","Phone","APR 20, 2023 03:29:23 PM"
"Rodent Extermination Program","Environmental Services","27##","ARMSTRONG","WARD 8","Phone","MAR 17, 2023 03:57:10 PM"
"Rodent Extermination Program","Environmental Services","9##","BRIDGE","WARD 2","Phone","MAR 20, 2023 11:06:28 AM"
"Rodent Extermination Program","Environmental Services","35##","GIRARDOT","WARD 2","Phone","MAR 24, 2023 09:25:45 AM"
"Rodent Extermination Program","Environmental Services","18##","WEST GRAND","WARD 1","Phone","MAR 28, 2023 11:55:26 AM"
"Rodent Extermination Program","Environmental Services","11##","MCKAY","WARD 2","Phone","MAR 28, 2023 12:37:34 PM"
"Rodent Extermination Program","Environmental Services","10##","MCKAY","WARD 2","Phone","MAR 28, 2023 03:06:24 PM"
"Rodent Extermination Program","Environmental Services","21##","CHURCH","WARD 3","Phone","MAR 29, 2023 10:25:03 AM"
"Rodent Extermination Program","Environmental Services","7##","ARGYLE","WARD 4","Phone","MAR 29, 2023 12:12:14 PM"
"Rodent Extermination Program","Environmental Services","9##","LAPORTE","WARD 6","Phone","MAR 29, 2023 03:53:58 PM"
"Rodent Extermination Program","Environmental Services","16##","MARENTETTE","WARD 4","Phone","MAY 04, 2023 09:36:07 AM"
"Rodent Extermination Program","Environmental Services","9##","GILES","WARD 4","Phone","MAY 04, 2023 10:10:39 AM"
"Rodent Extermination Program","Environmental Services","12##","GILES","WARD 4","E-Mail","APR 25, 2023 03:36:50 PM"
"Rodent Extermination Program","Environmental Services","8##","ELLROSE","WARD 5","Phone","APR 26, 2023 01:42:34 PM"
"Rodent Extermination Program","Environmental Services","6##","JANETTE","WARD 3","Phone","APR 28, 2023 10:01:11 AM"
"Rodent Extermination Program","Environmental Services","22##","EVERTS","WARD 10","Phone","APR 28, 2023 10:35:14 AM"
"Rodent Extermination Program","Environmental Services","17##","CURRY","WARD 10","Phone","APR 28, 2023 02:27:49 PM"
"Rodent Extermination Program","Environmental Services","8##","GLADSTONE","WARD 4","Phone","APR 28, 2023 02:50:21 PM"
"Rodent Extermination Program","Environmental Services","15##","LILLIAN","WARD 4","Phone","MAY 01, 2023 10:37:56 AM"
"Rodent Extermination Program","Environmental Services","23##","FRANCOIS","WARD 5","Phone","MAY 01, 2023 11:42:34 AM"
"Rodent Extermination Program","Environmental Services","11##","GOYEAU","WARD 3","Phone","MAR 15, 2023 01:50:48 PM"
"Rodent Extermination Program","Environmental Services","7##","ARGYLE","WARD 4","Phone","MAR 16, 2023 10:36:05 AM"
"Rodent Extermination Program","Environmental Services","8##","ELLROSE","WARD 5","Phone","MAR 17, 2023 11:54:27 AM"
"Rodent Extermination Program","Environmental Services","4##","GLENGARRY","WARD 3","Phone","MAR 17, 2023 02:28:27 PM"
"Rodent Extermination Program","Environmental Services","1##","ERIE","WARD 3","Phone","MAR 17, 2023 02:35:48 PM"
"Rodent Extermination Program","Environmental Services","15##","VICTORIA","WARD 3","Phone","MAR 17, 2023 03:20:49 PM"
"Rodent Extermination Program","Environmental Services","3##","LAUZON","WARD 6","Phone","MAR 31, 2023 08:49:31 AM"
"Rodent Extermination Program","Environmental Services","25##","TURNER","WARD 4","Phone","MAR 31, 2023 10:22:25 AM"
"Rodent Extermination Program","Environmental Services","3##","LAUZON","WARD 6","Phone","MAR 31, 2023 01:22:25 PM"
"Rodent Extermination Program","Environmental Services","21##","ONTARIO","WARD 4","Phone","MAR 31, 2023 03:16:41 PM"
"Rodent Extermination Program","Environmental Services","18##","CHATEAU","WARD 7","Phone","APR 03, 2023 10:43:04 AM"
"Rodent Extermination Program","Environmental Services","6##","MOY","WARD 4","Phone","MAY 02, 2023 09:26:32 AM"
"Rodent Extermination Program","Environmental Services","38##","REGINALD","WARD 5","Phone","MAY 02, 2023 02:46:34 PM"
"Rodent Extermination Program","Environmental Services","8##","GLADSTONE","WARD 4","Phone","APR 11, 2023 10:12:03 AM"
"Rodent Extermination Program","Environmental Services","12##","BRUCE","WARD 3","Phone","APR 11, 2023 11:52:46 AM"
"Rodent Extermination Program","Environmental Services","12##","HICKORY","WARD 5","Phone","APR 11, 2023 02:09:29 PM"
"Rodent Extermination Program","Environmental Services","9##","VILLAIRE","WARD 6","Phone","MAR 02, 2023 01:17:25 PM"
"Rodent Extermination Program","Environmental Services","12##","OAK","WARD 3","Phone","APR 11, 2023 03:51:09 PM"
"Rodent Extermination Program","Environmental Services","9##","ST LUKE","WARD 5","Phone","APR 12, 2023 09:40:29 AM"
"Rodent Extermination Program","Environmental Services","8##","ST LUKE","WARD 5","Phone","APR 12, 2023 10:41:51 AM"
"Rodent Extermination Program","Environmental Services","119##","COBBLESTONE","WARD 7","Phone","MAY 04, 2023 11:10:59 AM"
"Rodent Extermination Program","Environmental Services","43##","MOUNT ROYAL","WARD 1","Phone","MAY 05, 2023 08:31:20 AM"
"Rodent Extermination Program","Environmental Services","8##","HANNA","WARD 4","Phone","MAY 05, 2023 09:55:52 AM"
"Rodent Extermination Program","Environmental Services","13##","CLOVER","WARD 7","Phone","MAY 05, 2023 12:16:01 PM"
"Rodent Extermination Program","Environmental Services","2##","VILLAIRE","WARD 6","Phone","MAY 26, 2023 03:38:08 PM"
"Rodent Extermination Program","Environmental Services","8##","GLIDDEN","WARD 6","Phone","MAY 29, 2023 11:11:52 AM"
"Rodent Extermination Program","Environmental Services","33##","SANDWICH","WARD 2","Phone","MAY 05, 2023 02:13:24 PM"
"Rodent Extermination Program","Environmental Services","33##","SANDWICH","WARD 2","Phone","MAY 01, 2023 10:52:55 AM"
"Rodent Extermination Program","Environmental Services","7##","ARGYLE","WARD 4","Phone","MAR 02, 2023 03:11:58 PM"
"Rodent Extermination Program","Environmental Services","9##","ALBERT","WARD 5","Phone","APR 12, 2023 08:06:46 AM"
"Rodent Extermination Program","Environmental Services","25##","TURNER","WARD 4","Phone","APR 14, 2023 08:23:48 AM"
"Rodent Extermination Program","Environmental Services","12##","ELSMERE","WARD 4","Phone","APR 14, 2023 09:36:53 AM"
"Rodent Extermination Program","Environmental Services","12##","PARENT","WARD 4","Phone","APR 14, 2023 01:51:33 PM"
"Rodent Extermination Program","Environmental Services","25##","GAIL","WARD 4","Phone","APR 14, 2023 03:09:51 PM"
"Rodent Extermination Program","Environmental Services","9##","MOY","WARD 4","Phone","APR 17, 2023 08:08:22 AM"
"Rodent Extermination Program","Environmental Services","12##","LINCOLN","WARD 4","Phone","MAY 08, 2023 09:08:03 AM"
"Rodent Extermination Program","Environmental Services","11##","GLADSTONE","WARD 4","Phone","APR 17, 2023 09:53:50 AM"
"Rodent Extermination Program","Environmental Services","14##","LILLIAN","WARD 4","Phone","APR 17, 2023 02:41:17 PM"
"Rodent Extermination Program","Environmental Services","46##","ALPENROSE","WARD 1","Phone","APR 21, 2023 09:24:30 AM"
"Rodent Extermination Program","Environmental Services","31##","WILDWOOD","WARD 7","Phone","MAY 09, 2023 02:42:06 PM"
"Rodent Extermination Program","Environmental Services","18##","WINDERMERE","WARD 4","Phone","MAY 09, 2023 03:05:23 PM"
"Rodent Extermination Program","Environmental Services","16##","ELSMERE","WARD 4","Phone","MAY 10, 2023 08:15:10 AM"
"Rodent Extermination Program","Environmental Services","16##","ELSMERE","WARD 4","Phone","MAY 10, 2023 12:30:21 PM"
"Rodent Extermination Program","Environmental Services","10##","LAWRENCE","WARD 6","Phone","APR 12, 2023 12:05:28 PM"
"Rodent Extermination Program","Environmental Services","2##","MCKAY","WARD 2","Phone","APR 21, 2023 11:38:12 AM"
"Rodent Extermination Program","Environmental Services","5##","MOY","WARD 4","Phone","MAR 21, 2023 04:02:20 PM"
"Rodent Extermination Program","Environmental Services","14##","PRINCE","WARD 2","Phone","MAR 22, 2023 09:49:32 AM"
"Rodent Extermination Program","Environmental Services","19##","ARTHUR","WARD 5","E-Mail","MAR 22, 2023 10:28:24 AM"
"Rodent Extermination Program","Environmental Services","31##","MELBOURNE","WARD 2","Phone","MAR 22, 2023 10:37:50 AM"
"Rodent Extermination Program","Environmental Services","24##","TRANQUILITY","WARD 7","Phone","MAR 22, 2023 03:57:14 PM"
"Rodent Extermination Program","Environmental Services","3##","GILES","WARD 3","Phone","APR 12, 2023 12:11:45 PM"
"Rodent Extermination Program","Environmental Services","17##","LANGLOIS","WARD 4","Phone","APR 12, 2023 12:12:41 PM"
"Rodent Extermination Program","Environmental Services","19##","BERNARD","WARD 5","Phone","APR 12, 2023 12:39:30 PM"
"Rodent Extermination Program","Environmental Services","42##","MOUNT CARMEL","WARD 1","Phone","APR 12, 2023 02:40:30 PM"
"Rodent Extermination Program","Environmental Services","17##","LONGFELLOW","WARD 10","Phone","APR 12, 2023 02:42:13 PM"
"Rodent Extermination Program","Environmental Services","34##","DEERBROOK","WARD 7","Phone","APR 12, 2023 03:25:51 PM"
"Rodent Extermination Program","Environmental Services","12##","PARENT","WARD 4","Phone","APR 12, 2023 03:37:05 PM"
"Rodent Extermination Program","Environmental Services","30##","TROUP","WARD 7","Phone","APR 12, 2023 03:58:54 PM"
"Rodent Extermination Program","Environmental Services","12##","WINDERMERE","WARD 4","Phone","FEB 27, 2023 01:36:55 PM"
"Rodent Extermination Program","Environmental Services","33##","SOUILLIERE","WARD 7","Phone","MAY 08, 2023 09:26:29 AM"
"Rodent Extermination Program","Environmental Services","9##","JOSEPHINE","WARD 2","Phone","MAY 08, 2023 10:11:05 AM"
"Rodent Extermination Program","Environmental Services","17##","LABELLE","WARD 10","Phone","MAY 08, 2023 11:00:56 AM"
"Rodent Extermination Program","Environmental Services","34##","BARRYMORE","WARD 2","Phone","APR 24, 2023 09:12:48 AM"
"Rodent Extermination Program","Environmental Services","10##","PELISSIER","WARD 3","Phone","APR 24, 2023 10:12:01 AM"
"Rodent Extermination Program","Environmental Services","15##","HICKORY","WARD 5","Phone","APR 24, 2023 10:53:28 AM"
"Rodent Extermination Program","Environmental Services","12##","WINDERMERE","WARD 4","Phone","APR 14, 2023 08:17:26 AM"
"Rodent Extermination Program","Environmental Services","21##","YORK","WARD 3","Phone","MAY 03, 2023 12:05:11 PM"
"Rodent Extermination Program","Environmental Services","29##","PETER","WARD 2","Phone","MAY 08, 2023 03:41:40 PM"
"Rodent Extermination Program","Environmental Services","34##","MARK","WARD 1","Phone","MAY 09, 2023 08:43:20 AM"
"Rodent Extermination Program","Environmental Services","14##","ELLROSE","WARD 5","Phone","MAY 09, 2023 11:07:14 AM"
"Rodent Extermination Program","Environmental Services","83##","EAST MOOR","WARD 6","Phone","MAY 09, 2023 02:03:57 PM"
"Rodent Extermination Program","Environmental Services","12##","ALBERT","WARD 5","Phone","MAR 20, 2023 09:44:40 AM"
"Rodent Extermination Program","Environmental Services","3##","BRUCE","WARD 3","Phone","MAR 20, 2023 10:13:28 AM"
"Rodent Extermination Program","Environmental Services","9##","MCKAY","WARD 2","Phone","MAR 20, 2023 10:59:43 AM"
"Rodent Extermination Program","Environmental Services","9##","VICTORIA","WARD 3","Phone","MAR 21, 2023 10:40:36 AM"
"Rodent Extermination Program","Environmental Services","9##","MCKAY","WARD 2","Phone","MAR 23, 2023 10:38:30 AM"
"Rodent Extermination Program","Environmental Services","15##","BUCKINGHAM","WARD 8","Phone","APR 25, 2023 09:36:51 AM"
"Rodent Extermination Program","Environmental Services","15##","GEORGE","WARD 5","Phone","APR 26, 2023 01:50:47 PM"
"Rodent Extermination Program","Environmental Services","11##","WINDERMERE","WARD 4","Phone","APR 26, 2023 02:31:45 PM"
"Rodent Extermination Program","Environmental Services","7##","CARON","WARD 3","Phone","APR 27, 2023 08:40:55 AM"
"Rodent Extermination Program","Environmental Services","22##","JANETTE","WARD 3","Phone","APR 27, 2023 10:23:14 AM"
"Rodent Extermination Program","Environmental Services","10##","UNIVERSITY","WARD 3","Phone","APR 27, 2023 10:34:51 AM"
"Rodent Extermination Program","Environmental Services","51##","RAY","WARD 9","Phone","MAR 09, 2023 02:16:59 PM"
"Rodent Extermination Program","Environmental Services","115##","FIRGROVE","WARD 7","Phone","MAR 10, 2023 12:01:02 PM"
"Rodent Extermination Program","Environmental Services","11##","HONG","WARD 7","Phone","MAR 09, 2023 08:05:42 AM"
"Rodent Extermination Program","Environmental Services","11##","PRADO","WARD 6","Phone","MAR 15, 2023 12:49:20 PM"
"Rodent Extermination Program","Environmental Services","8##","HANNA","WARD 4","Phone","MAR 16, 2023 01:48:26 PM"
"Rodent Extermination Program","Environmental Services","42##","PIONEER","WARD 1","Phone","MAR 17, 2023 09:20:06 AM"
"Rodent Extermination Program","Environmental Services","13##","SHEPHERD","WARD 4","Phone","MAR 17, 2023 10:02:57 AM"
"Rodent Extermination Program","Environmental Services","23##","CHANDLER","WARD 5","Phone","MAR 17, 2023 01:24:40 PM"
"Rodent Extermination Program","Environmental Services","15##","DROUILLARD","WARD 5","Phone","MAR 17, 2023 02:31:44 PM"
"Rodent Extermination Program","Environmental Services","13##","FRANCOIS","WARD 5","Phone","APR 12, 2023 09:19:56 AM"
"Rodent Extermination Program","Environmental Services","10##","WHISTLER","WARD 7","Phone","APR 12, 2023 10:11:49 AM"
"Rodent Extermination Program","Environmental Services","15##","WINDERMERE","WARD 4","Phone","APR 13, 2023 10:26:37 AM"
"Rodent Extermination Program","Environmental Services","5##","GILES","WARD 4","Phone","APR 13, 2023 10:59:11 AM"
"Rodent Extermination Program","Environmental Services","10##","MOY","WARD 4","Phone","APR 13, 2023 02:57:26 PM"
"Rodent Extermination Program","Environmental Services","33##","BABY","WARD 2","Phone","APR 13, 2023 03:44:58 PM"
"Rodent Extermination Program","Environmental Services","9##","CHURCH","WARD 3","Phone","APR 27, 2023 11:08:52 AM"
"Rodent Extermination Program","Environmental Services","34##","BARRYMORE","WARD 2","Phone","APR 27, 2023 12:37:48 PM"
"Rodent Extermination Program","Environmental Services","23##","MOY","WARD 4","Phone","APR 27, 2023 02:07:39 PM"
"Rodent Extermination Program","Environmental Services","13##","LILLIAN","WARD 4","Phone","APR 27, 2023 02:32:54 PM"
"Rodent Extermination Program","Environmental Services","8##","WELLINGTON","WARD 3","Phone","APR 18, 2023 01:55:21 PM"
"Rodent Extermination Program","Environmental Services","5##","CAPITOL","WARD 10","Phone","APR 18, 2023 03:48:19 PM"
"Rodent Extermination Program","Environmental Services","9##","WINDERMERE","WARD 4","E-Mail","MAR 13, 2023 10:25:17 AM"
"Rodent Extermination Program","Environmental Services","12##","COVENTRY","WARD 6","Phone","APR 25, 2023 10:54:04 AM"
"Rodent Extermination Program","Environmental Services","16##","GEORGE","WARD 5","Phone","APR 25, 2023 12:02:25 PM"
"Rodent Extermination Program","Environmental Services","10##","PIERRE","WARD 4","Phone","APR 25, 2023 01:45:41 PM"
"Rodent Extermination Program","Environmental Services","11##","PARENT","WARD 4","Phone","APR 26, 2023 09:54:47 AM"
"Rodent Extermination Program","Environmental Services","11##","ABBEY","WARD 6","Phone","APR 26, 2023 11:38:53 AM"
"Rodent Extermination Program","Environmental Services","32##","WOODLAND","WARD 1","Phone","APR 26, 2023 11:47:23 AM"
"Rodent Extermination Program","Environmental Services","15##","CADILLAC","WARD 5","Phone","APR 03, 2023 09:20:15 AM"
"Rodent Extermination Program","Environmental Services","9##","MCEWAN","WARD 2","Phone","APR 19, 2023 10:47:41 AM"
"Rodent Extermination Program","Environmental Services","12##","OAK","WARD 3","Phone","APR 19, 2023 11:39:36 AM"
